"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"13","Sher phyin ‘Bum: Volume 13","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (353)
            
          
              ","EAP039/1/1/1/13","353 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_1_13/1.jp2/full/!600,300/0/default.jpg"
"14","Sher phyin ‘Bum: Volume 14","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (348)
            
          
              ","EAP039/1/1/1/14","348 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_1_14/1.jp2/full/!600,300/0/default.jpg"
"15","Sher phyin ‘Bum: Volume 15","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (374)
            
          
              ","EAP039/1/1/1/15","374 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_1_15/1.jp2/full/!600,300/0/default.jpg"
"16","Sher phyin ‘Bum: Volume 16","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (340)
            
          
              ","EAP039/1/1/1/16","340 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_1_16/1.jp2/full/!600,300/0/default.jpg"
"17","mDo sde: Volume 1","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (463)
            
          
              ","EAP039/1/1/2/1","463 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_1/1.jp2/full/!600,300/0/default.jpg"
"18","mDo sde: Volume 2","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (401)
            
          
              ","EAP039/1/1/2/2","401 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_2/1.jp2/full/!600,300/0/default.jpg"
"19","mDo sde: Volume 3","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (357)
            
          
              ","EAP039/1/1/2/3","357 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_3/1.jp2/full/!600,300/0/default.jpg"
"20","mDo sde: Volume 4","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (377)
            
          
              ","EAP039/1/1/2/4","377 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_4/1.jp2/full/!600,300/0/default.jpg"
"21","mDo sde: Volume 5","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (391)
            
          
              ","EAP039/1/1/2/5","391 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_5/1.jp2/full/!600,300/0/default.jpg"
"22","mDo sde: Volume 6","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (375)
            
          
              ","EAP039/1/1/2/6","375 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_6/1.jp2/full/!600,300/0/default.jpg"
"23","mDo sde: Volume 7","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (391)
            
          
              ","EAP039/1/1/2/7","391 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_7/1.jp2/full/!600,300/0/default.jpg"
"24","mDo sde: Volume 8","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (399)
            
          
              ","EAP039/1/1/2/8","399 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_8/1.jp2/full/!600,300/0/default.jpg"
"25","mDo sde: Volume 9","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (373)
            
          
              ","EAP039/1/1/2/9","373 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_9/1.jp2/full/!600,300/0/default.jpg"
"26","mDo sde: Volume 10","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (367)
            
          
              ","EAP039/1/1/2/10","367 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_10/1.jp2/full/!600,300/0/default.jpg"
"27","mDo sde: Volume 11","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (376)
            
          
              ","EAP039/1/1/2/11","376 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_11/1.jp2/full/!600,300/0/default.jpg"
"28","mDo sde: Volume 12","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (369)
            
          
              ","EAP039/1/1/2/12","369 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_12/1.jp2/full/!600,300/0/default.jpg"
"29","mDo sde: Volume 13","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (370)
            
          
              ","EAP039/1/1/2/13","370 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_13/1.jp2/full/!600,300/0/default.jpg"
"30","mDo sde: Volume 14","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (401)
            
          
              ","EAP039/1/1/2/14","401 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_14/1.jp2/full/!600,300/0/default.jpg"
"31","mDo sde: Volume 15","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (361)
            
          
              ","EAP039/1/1/2/15","361 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_15/1.jp2/full/!600,300/0/default.jpg"
"32","mDo sde: Volume 16","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (371)
            
          
              ","EAP039/1/1/2/16","371 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_16/1.jp2/full/!600,300/0/default.jpg"
"33","mDo sde: Volume 17","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (371)
            
          
              ","EAP039/1/1/2/17","371 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_2_17/1.jp2/full/!600,300/0/default.jpg"
"34","mDo sde: Volume 18","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (395)
            
          
              ","EAP039/1/1/3/1","395 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_1/1.jp2/full/!600,300/0/default.jpg"
"35","mDo sde: Volume 19","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (391)
            
          
              ","EAP039/1/1/3/2","391 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_2/1.jp2/full/!600,300/0/default.jpg"
"36","mDo sde: Volume 20","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (387)
            
          
              ","EAP039/1/1/3/3","387 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_3/1.jp2/full/!600,300/0/default.jpg"
"37","mDo sde: Volume 21","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (377)
            
          
              ","EAP039/1/1/3/4","377 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_4/1.jp2/full/!600,300/0/default.jpg"
"38","mDo sde: Volume 22","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (335)
            
          
              ","EAP039/1/1/3/5","335 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_5/1.jp2/full/!600,300/0/default.jpg"
"39","mDo sde: Volume 23","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (372)
            
          
              ","EAP039/1/1/3/6","372 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_6/1.jp2/full/!600,300/0/default.jpg"
"40","mDo sde: Volume 24","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (347)
            
          
              ","EAP039/1/1/3/7","347 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_7/1.jp2/full/!600,300/0/default.jpg"
"41","mDo sde: Volume 25","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (346)
            
          
              ","EAP039/1/1/3/8","346 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_8/1.jp2/full/!600,300/0/default.jpg"
"42","mDo sde: Volume 26","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (341)
            
          
              ","EAP039/1/1/3/9","341 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_9/1.jp2/full/!600,300/0/default.jpg"
"43","mDo sde: Volume 27","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (391)
            
          
              ","EAP039/1/1/3/10","391 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_10/1.jp2/full/!600,300/0/default.jpg"
"44","mDo sde: Volume 28","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (337)
            
          
              ","EAP039/1/1/3/11","337 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_11/1.jp2/full/!600,300/0/default.jpg"
"45","mDo sde: Volume 29","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (381)
            
          
              ","EAP039/1/1/3/12","381 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_12/1.jp2/full/!600,300/0/default.jpg"
"46","mDo sde: Volume 30","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (359)
            
          
              ","EAP039/1/1/3/13","359 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_13/1.jp2/full/!600,300/0/default.jpg"
"47","mDo sde: Volume 31","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (365)
            
          
              ","EAP039/1/1/3/14","365 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_14/1.jp2/full/!600,300/0/default.jpg"
"48","mDo sde: Volume 32","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (373)
            
          
              ","EAP039/1/1/3/15","373 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_15/1.jp2/full/!600,300/0/default.jpg"
"49","mDo sde: Volume 33","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (360)
            
          
              ","EAP039/1/1/3/16","360 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_16/1.jp2/full/!600,300/0/default.jpg"
"50","mDo sde: Volume 34","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (359)
            
          
              ","EAP039/1/1/3/17","359 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_17/1.jp2/full/!600,300/0/default.jpg"
"51","mDo sde: Volume 35","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (427)
            
          
              ","EAP039/1/1/3/18","427 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_18/1.jp2/full/!600,300/0/default.jpg"
"52","mDo sde: Volume 36","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (365)
            
          
              ","EAP039/1/1/3/19","365 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_19/1.jp2/full/!600,300/0/default.jpg"
"53","mDo sde: Volume 37","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (369)
            
          
              ","EAP039/1/1/3/20","369 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_3_20/1.jp2/full/!600,300/0/default.jpg"
"54","Sher phyin shes rab khri pa: Volume 1","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (283)
            
          
              ","EAP039/1/1/4/1","283 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_4_1/1.jp2/full/!600,300/0/default.jpg"
"55","Sher phyin shes rab khri pa: Volume 2","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (269)
            
          
              ","EAP039/1/1/4/2","269 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_4_2/1.jp2/full/!600,300/0/default.jpg"
"56","Sher phyin brgyad stong: Volume 1","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (355)
            
          
              ","EAP039/1/1/5/1","355 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_5_1/1.jp2/full/!600,300/0/default.jpg"
"57","dKon brtsegs: Volume 1","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (365)
            
          
              ","EAP039/1/1/6/1","365 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_6_1/1.jp2/full/!600,300/0/default.jpg"
"58","dKon brtsegs: Volume 2","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (353)
            
          
              ","EAP039/1/1/6/2","353 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_6_2/1.jp2/full/!600,300/0/default.jpg"
"59","dKon brtsegs: Volume 3","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (405)
            
          
              ","EAP039/1/1/6/3","405 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_6_3/1.jp2/full/!600,300/0/default.jpg"
"60","dKon brtsegs: Volume 4","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (421)
            
          
              ","EAP039/1/1/6/4","421 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_6_4/1.jp2/full/!600,300/0/default.jpg"
"61","dKon brtsegs: Volume 5","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (427)
            
          
              ","EAP039/1/1/6/5","427 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_6_5/1.jp2/full/!600,300/0/default.jpg"
"62","dKon brtsegs: Volume 6","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (419)
            
          
              ","EAP039/1/1/6/6","419 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_6_6/1.jp2/full/!600,300/0/default.jpg"
"63","Phal chen: Volume 1","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (327)
            
          
              ","EAP039/1/1/7/1","327 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_7_1/1.jp2/full/!600,300/0/default.jpg"
"64","Phal chen: Volume 2","

        This series consists of titles from the bKa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.

                  
            
              
              View images from this file (327)
            
          
              ","EAP039/1/1/7/2","327 TIFF images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_1_7_2/1.jp2/full/!600,300/0/default.jpg"
