"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"273","bKa' brgyad yang bla med","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (197)
            
          
              ","EAP039/1/4/65","197 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_65/1.jp2/full/!600,300/0/default.jpg"
"274","Tshe khrid rdo rje phreng ba","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (163)
            
          
              ","EAP039/1/4/66","163 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_66/1.jp2/full/!600,300/0/default.jpg"
"275","sNang gsal sgron me'i 'grel pa","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (166)
            
          
              ","EAP039/1/4/67","166 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_67/1.jp2/full/!600,300/0/default.jpg"
"276","mDo sde stag sna rgyas pa","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (159)
            
          
              ","EAP039/1/4/68","159 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_68/1.jp2/full/!600,300/0/default.jpg"
"277","Yang tig ye shes mthong grol","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (150)
            
          
              ","EAP039/1/4/69","150 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_69/1.jp2/full/!600,300/0/default.jpg"
"278","Sa bdag gi thebs bzlog","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (203)
            
          
              ","EAP039/1/4/70","203 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_70/1.jp2/full/!600,300/0/default.jpg"
"279","Lo rgyus gter 'byung","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (172)
            
          
              ","EAP039/1/4/71","172 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_71/1.jp2/full/!600,300/0/default.jpg"
"280","rNal 'byor bzhi' rim pa sogs","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (169)
            
          
              ","EAP039/1/4/72","169 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_72/1.jp2/full/!600,300/0/default.jpg"
"281","Byis pa'i chung glud","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (152)
            
          
              ","EAP039/1/4/73","152 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_73/1.jp2/full/!600,300/0/default.jpg"
"282","dByangs yig gsal ba'i sgron me","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (154)
            
          
              ","EAP039/1/4/74","154 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_74/1.jp2/full/!600,300/0/default.jpg"
"283","Mi tra rgya rtsa'i lha grangs gsal ba'i lhan thabs","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (334)
            
          
              ","EAP039/1/4/75","334 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_75/1.jp2/full/!600,300/0/default.jpg"
"284","Jam dpal gshin rje gshed kyi sgrub thabs","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (309)
            
          
              ","EAP039/1/4/76","309 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_76/1.jp2/full/!600,300/0/default.jpg"
"285","Guru drag po rtsa ba' sgrub thabs","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (214)
            
          
              ","EAP039/1/4/77","214 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_77/1.jp2/full/!600,300/0/default.jpg"
"286","dBang bskur gcod ki zhal gdams","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (186)
            
          
              ","EAP039/1/4/78","186 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_78/1.jp2/full/!600,300/0/default.jpg"
"287","Bla ma'i thugs sgrub bar chad kun sel sogs","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (194)
            
          
              ","EAP039/1/4/79","194 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_79/1.jp2/full/!600,300/0/default.jpg"
"288","Kun bzang dgongs 'dus kyi chos skor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (406)
            
          
              ","EAP039/1/4/80","406 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_80/1.jp2/full/!600,300/0/default.jpg"
"289","Tshe bdag gi chog ga sogs","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (62)
            
          
              ","EAP039/1/4/81","62 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_81/1.jp2/full/!600,300/0/default.jpg"
"290","dBang chog don gsal sgron me","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (167)
            
          
              ","EAP039/1/4/82","167 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_82/1.jp2/full/!600,300/0/default.jpg"
"291","dPal gsang 'dus kyi 'grel pa sgron ma rab tu gsal ba","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (108)
            
          
              ","EAP039/1/4/83","108 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_83/1.jp2/full/!600,300/0/default.jpg"
"292","Ngo sprod lta ba'i brda skor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (168)
            
          
              ","EAP039/1/4/84","168 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_84/1.jp2/full/!600,300/0/default.jpg"
"293","Yid bzhin rin po che'i mdzod","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (452)
            
          
              ","EAP039/1/4/85","452 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_85/1.jp2/full/!600,300/0/default.jpg"
"294","Bla ma drag po ki la ya'i man nag","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (202)
            
          
              ","EAP039/1/4/86","202 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_86/1.jp2/full/!600,300/0/default.jpg"
"295","rDzogs chen yang tig nag po gser gyi bru gcig","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (302)
            
          
              ","EAP039/1/4/87","302 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_87/1.jp2/full/!600,300/0/default.jpg"
"296","gTer gsar rig 'dzin thugs thig dang gshin rje skor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (228)
            
          
              ","EAP039/1/4/88","228 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_88/1.jp2/full/!600,300/0/default.jpg"
"297","sNyan brgyud rdo rje zam pa'i sgom khrid","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (234)
            
          
              ","EAP039/1/4/89","234 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_89/1.jp2/full/!600,300/0/default.jpg"
"298","Srog sgrub snying gi thig le skor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (304)
            
          
              ","EAP039/1/4/90","304 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_90/1.jp2/full/!600,300/0/default.jpg"
"299","Theg gsum snang ba thub bstan rgyas byed","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (359)
            
          
              ","EAP039/1/4/91","359 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_91/1.jp2/full/!600,300/0/default.jpg"
"300","bsTan pa'i bu yig","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (328)
            
          
              ","EAP039/1/4/92","328 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_92/1.jp2/full/!600,300/0/default.jpg"
"301","rDor sems thugs sgrub bsnyen pa'i man ngag","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (136)
            
          
              ","EAP039/1/4/93","136 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_93/1.jp2/full/!600,300/0/default.jpg"
"302","sByin sreg gi cho ga'i lag len mdzub tshug ma","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (137)
            
          
              ","EAP039/1/4/94","137 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_94/1.jp2/full/!600,300/0/default.jpg"
"303","bDud rtsi zgil chung tshe rabs las rtsis","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (200)
            
          
              ","EAP039/1/4/95","200 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_95/1.jp2/full/!600,300/0/default.jpg"
"304","Tshe'i snyan brgyud rin chen thugs kyi sgron me","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (297)
            
          
              ","EAP039/1/4/96","297 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_96/1.jp2/full/!600,300/0/default.jpg"
"305","Spyi don legs bshad rgya mtsho","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (244)
            
          
              ","EAP039/1/4/97","244 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_97/1.jp2/full/!600,300/0/default.jpg"
"306","dBang chog bzhi","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (210)
            
          
              ","EAP039/1/4/98","210 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_98/1.jp2/full/!600,300/0/default.jpg"
"307","Rig 'dzin thugs this","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (173)
            
          
              ","EAP039/1/4/99","173 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_99/1.jp2/full/!600,300/0/default.jpg"
"308","mDo sde brtags sna rgyas pa","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (147)
            
          
              ","EAP039/1/4/100","147 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_100/1.jp2/full/!600,300/0/default.jpg"
"309","Tshe khrid rdo rje phreng ba'i skor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (144)
            
          
              ","EAP039/1/4/101","144 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_101/1.jp2/full/!600,300/0/default.jpg"
"310","kBa' brgyad yang gsang lo rgyus","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (282)
            
          
              ","EAP039/1/4/102","282 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_102/1.jp2/full/!600,300/0/default.jpg"
"311","Dam chos klongs grol snying thig gi lo rgyus","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (362)
            
          
              ","EAP039/1/4/103","362 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_103/1.jp2/full/!600,300/0/default.jpg"
"312","sNyan ngag me long","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (122)
            
          
              ","EAP039/1/4/104","122 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_104/1.jp2/full/!600,300/0/default.jpg"
"313","Byang chub rlung 'khor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (263)
            
          
              ","EAP039/1/4/105","263 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_105/1.jp2/full/!600,300/0/default.jpg"
"314","rDo rje phag mo'i zab khrid skor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (168)
            
          
              ","EAP039/1/4/106","168 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_106/1.jp2/full/!600,300/0/default.jpg"
"315","Klong chen pa'i bstan bcos thor bu thob yig","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (191)
            
          
              ","EAP039/1/4/107","191 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_107/1.jp2/full/!600,300/0/default.jpg"
"316","Ngo bo rang bzhin thugs rje sna tshog rang grol mdzad pa","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (256)
            
          
              ","EAP039/1/4/108","256 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_108/1.jp2/full/!600,300/0/default.jpg"
"317","Pad gling gter byon bdud rtsi sman sgrub lag len","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (134)
            
          
              ","EAP039/1/4/109","134 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_109/1.jp2/full/!600,300/0/default.jpg"
"318","Rig 'dzin thugs thig skor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (230)
            
          
              ","EAP039/1/4/110","230 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_110/1.jp2/full/!600,300/0/default.jpg"
"319","bDud rtsi sman sgrub skor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (284)
            
          
              ","EAP039/1/4/111","284 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_111/1.jp2/full/!600,300/0/default.jpg"
"320","rNal 'byor bzhi rim gsang chen sgrub pa'i klong yangs","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (201)
            
          
              ","EAP039/1/4/112","201 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_112/1.jp2/full/!600,300/0/default.jpg"
"321","brDa yig za ma tog gi lde mig","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (265)
            
          
              ","EAP039/1/4/113","265 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_113/1.jp2/full/!600,300/0/default.jpg"
"322","bKa' brgyad bde gshegs skor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (212)
            
          
              ","EAP039/1/4/114","212 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_114/1.jp2/full/!600,300/0/default.jpg"
"323","Dus chen bzhi'i ngos 'dzin tshul","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (230)
            
          
              ","EAP039/1/4/115","230 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_115/1.jp2/full/!600,300/0/default.jpg"
"324","Thugs rje chen po mun sel sgron me'i srung ma mchod thags","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (155)
            
          
              ","EAP039/1/4/116","155 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_116/1.jp2/full/!600,300/0/default.jpg"
"325","Klu bal 'dod kyi dbu sogs","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (120)
            
          
              ","EAP039/1/4/117","120 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_117/1.jp2/full/!600,300/0/default.jpg"
"326","Thugs sgrub bar chad kun sel skor","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (101)
            
          
              ","EAP039/1/4/118","101 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_118/1.jp2/full/!600,300/0/default.jpg"
"327","Bla ma dgongs 'dus","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (146)
            
          
              ","EAP039/1/4/119","146 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_119/1.jp2/full/!600,300/0/default.jpg"
"328","Man ngag rgyud kyi lhan thabs 'chi zhags gcod pa'i ral gri","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (195)
            
          
              ","EAP039/1/4/120","195 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_120/1.jp2/full/!600,300/0/default.jpg"
"329","Tshe lha dgu'i dkyil 'khor gyi cho ga","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (213)
            
          
              ","EAP039/1/4/121","213 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_121/1.jp2/full/!600,300/0/default.jpg"
"330","bKa' 'khor bar pai dkar chag nong ston gsung","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (202)
            
          
              ","EAP039/1/4/122","202 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_122/1.jp2/full/!600,300/0/default.jpg"
"331","dPal mgon nag po'i skangs ba chen po","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (160)
            
          
              ","EAP039/1/4/123","160 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_123/1.jp2/full/!600,300/0/default.jpg"
"332","bShad mdzod yid bzhin nor bugter gyi bang mdzod","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (225)
            
          
              ","EAP039/1/4/124","225 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_124/1.jp2/full/!600,300/0/default.jpg"
"333","Zil gnon skyabs 'gro sogs","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (174)
            
          
              ","EAP039/1/4/125","174 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_125/1.jp2/full/!600,300/0/default.jpg"
"334","rTsa rgyud rdo rje gzhon nu","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (214)
            
          
              ","EAP039/1/4/126","214 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_126/1.jp2/full/!600,300/0/default.jpg"
"335","Shes rab kyi pha rol tu phyin pa gcod kyi lo rgyus","

        This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.

                  
            
              
              View images from this file (180)
            
          
              ","EAP039/1/4/127","180 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_4_127/1.jp2/full/!600,300/0/default.jpg"
