"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"18","The history of family [20th century]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/1/18","1 file","Manuscript","File","Malay","Arabic","20th century","Access is for research purposes only."
"19","Notification [19th century]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP276/1/19","1 file","Manuscript","File","Malay","Latin","19th century","Access is for research purposes only."
"20","Letter of report [20th century]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/1/20","1 file","Correspondence","File","Malay","Latin","20th century","Access is for research purposes only."
"21","List of letter [1929/1930]","

        

                  
            
              
              View images from this file (1)
            
          
              ","EAP276/1/21","1 file","Correspondence","File","Dutch","Latin","1929-1930","Access is for research purposes only."
"22","Letter of permission [January 17 1928]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/1/22","1 file","Correspondence","File","Malay","Latin","17 Jan 1928","Access is for research purposes only."
"23","Letter of permission [October 6 1949]","

        

                  
            
              
              View images from this file (1)
            
          
              ","EAP276/1/23","1 file","Correspondence","File","Dutch, Malay","Latin","06 Oct 1949","Access is for research purposes only."
"24","Letter of permission [1949]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/1/24","1 file","Correspondence","File","Malay","Arabic","1949","Access is for research purposes only."
"25","Prayer to Allah [19th century]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP276/1/25","1 file","Manuscript","File","Arabic, Malay","Latin","19th century","Access is for research purposes only."
"26","About tax [19th century]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/1/26","1 file","Manuscript","File","Dutch","Arabic","19th century","Access is for research purposes only."
"27","The history of family [19 Feb 1951]","

        

                  
            
              
              View images from this file (1)
            
          
              ","EAP276/1/27","1 file","Manuscript","File","Malay","Latin","19 Feb 1951","Access is for research purposes only."
"28","Letter of appreciation [20 June 1828]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/1/28","1 file","Correspondence","File","Dutch, Malay","Latin","20 Jun 1828","Access is for research purposes only."
"29","Letter of permission [November 14 1917]","

        

                  
            
              
              View images from this file (1)
            
          
              ","EAP276/1/29","1 file","Correspondence","File","Dutch","Latin","14 Nov 1917","Access is for research purposes only."
"30","Letter of permission [11 Jul 1949]","

        

                  
            
              
              View images from this file (3)
            
          
              ","EAP276/1/30","1 file","Correspondence","File","Malay","Latin","11 Jul 1949","Access is for research purposes only."
"31","Letter of decision as a king of village [17 Nov 1948]","

        

                  
            
              
              View images from this file (1)
            
          
              ","EAP276/1/31","1 file","Correspondence","File","Dutch, Malay","Latin, Arabic","17 Nov 1948","Access is for research purposes only."
"32","Letter of decision as a king of village [13 February 1845]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/1/32","1 file","Correspondence","File","Dutch, Malay","Latin","13 Feb 1845","Access is for research purposes only."
"33","Letter of decision as a king of village [1920]","

        

                  
            
              
              View images from this file (1)
            
          
              ","EAP276/1/33","1 file","Correspondence","File","Dutch","Latin","1920","Access is for research purposes only."
"34","The religious teaching of islam [19th century]","

        

                  
            
              
              View images from this file (36)
            
          
              ","EAP276/2/1","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"35","Story of Muhammad [20th century]","

        

                  
            
              
              View images from this file (166)
            
          
              ","EAP276/3/1","1 file","Manuscript","File","Malay","Arabic","20th century","Access is for research purposes only."
"36","Story of hikayat Nur Muhammad [20th century]","

        

                  
            
              
              View images from this file (126)
            
          
              ","EAP276/3/2","1 file","Manuscript","File","Malay","Arabic","20th century","Access is for research purposes only."
"37","Story of hikayat Abu Bakar [20th century]","

        

                  
            
              
              View images from this file (143)
            
          
              ","EAP276/3/3","1 file","Manuscript","File","Malay","Arabic","20th century","Access is for research purposes only."
"38","The sermon [20th century]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP276/4/1","1 file","Manuscript","File","Arabic, Malay","Arabic","20th century","Access is for research purposes only."
"39","Events in the village of Hila Serani [1931-1944]","

        

                  
            
              
              View images from this file (122)
            
          
              ","EAP276/5/1","1 file","Manuscript","File","Malay","Latin","1931-1944","Access is for research purposes only."
"40","The teachings of tauhid [20th century]","

        

                  
            
              
              View images from this file (68)
            
          
              ","EAP276/5/2","1 file","Manuscript","File","Malay","Arabic","20th century","Access is for research purposes only."
"41","List of births in the village of Kaitetu [1906-1928]","

        

                  
            
              
              View images from this file (51)
            
          
              ","EAP276/5/3","1 file","Register","File","Malay","Latin","1906-1928","Access is for research purposes only."
"42","List of deaths in the village of Hila Serani [20th century]","

        

                  
            
              
              View images from this file (92)
            
          
              ","EAP276/5/4","1 file","Register","File","Malay","Latin","20th century","Access is for research purposes only."
"43","List of weddings in the village of Hila Serani [1911-1949]","

        

                  
            
              
              View images from this file (101)
            
          
              ","EAP276/5/5","1 file","Manuscript","File","Malay","Latin","1911-1949","Access is for research purposes only."
"44","List of deaths in the village of Kaitetu [1906-1948]","

        

                  
            
              
              View images from this file (110)
            
          
              ","EAP276/5/6","1 file","Register","File","Malay","Latin","1906-1948","Access is for research purposes only."
"45","List of births in the village of Kaitetu [1929-1948]","

        

                  
            
              
              View images from this file (53)
            
          
              ","EAP276/5/7","1 file","Register","File","Malay","Latin","1929-1948","Access is for research purposes only."
"46","Census for the village of Kaitetu [1934-1938]","

        

                  
            
              
              View images from this file (58)
            
          
              ","EAP276/5/8","1 file","Manuscript","File","Malay","Latin","1934-1938","Access is for research purposes only."
"47","Census for the village of Kaitetu [1929-1948]","

        

                  
            
              
              View images from this file (53)
            
          
              ","EAP276/5/9","1 file","Manuscript","File","Malay","Arabic","1929-1948","Access is for research purposes only."
"48","Sermon of wedding","

        

                  
            
              
              View images from this file (7)
            
          
              ","EAP276/6/1","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"49","Sermon of ramadan","

        

                  
            
              
              View images from this file (12)
            
          
              ","EAP276/6/2","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"50","Sermon of Eid al-Fitri","

        

                  
            
              
              View images from this file (8)
            
          
              ","EAP276/6/3","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"51","Sermon of Eid Mubarak","

        

                  
            
              
              View images from this file (11)
            
          
              ","EAP276/6/4","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"52","Sermon of Eid al-Fitri","

        

                  
            
              
              View images from this file (13)
            
          
              ","EAP276/6/5","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"53","Sermon of Eid al-Fitri","

        

                  
            
              
              View images from this file (11)
            
          
              ","EAP276/6/6","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"54","Sermon of Eid al-Fitri","

        

                  
            
              
              View images from this file (9)
            
          
              ","EAP276/6/7","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"55","Sermon of Eid Mubarak","

        

                  
            
              
              View images from this file (12)
            
          
              ","EAP276/6/8","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"56","Sermon of Salat Jumat","

        

                  
            
              
              View images from this file (9)
            
          
              ","EAP276/6/9","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"57","Sermon of Salat Jumat","

        

                  
            
              
              View images from this file (11)
            
          
              ","EAP276/6/10","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"58","Sermon of Salat Jumat","

        

                  
            
              
              View images from this file (5)
            
          
              ","EAP276/6/11","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"59","Sermon of wedding","

        

                  
            
              
              View images from this file (15)
            
          
              ","EAP276/6/12","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"60","Sermon of Eid al-Fitri","

        

                  
            
              
              View images from this file (11)
            
          
              ","EAP276/6/13","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"61","Sermon of Salat Jumat","

        

                  
            
              
              View images from this file (9)
            
          
              ","EAP276/6/14","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"62","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (26)
            
          
              ","EAP276/7/1","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"63","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP276/7/2","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"64","Story of Isra Miraj Muhammad [19th century]","

        

                  
            
              
              View images from this file (100)
            
          
              ","EAP276/7/3","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"65","Story of Muhammad [19th century]","

        

                  
            
              
              View images from this file (28)
            
          
              ","EAP276/7/4","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"66","Story of Pinggai bird [19th century]","

        

                  
            
              
              View images from this file (14)
            
          
              ","EAP276/7/5","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"67","Verse of Qur'an (Yasin) [19th century]","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP276/7/6","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"68","Belief in God [19th century]","

        

                  
            
              
              View images from this file (56)
            
          
              ","EAP276/7/7","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"69","Rule of Hajj [20th century]","

        

                  
            
              
              View images from this file (24)
            
          
              ","EAP276/7/8","1 file","Manuscript","File","Arabic, Malay","Arabic","20th century","Access is for research purposes only."
"70","Belief in God [19th century]","

        

                  
            
              
              View images from this file (72)
            
          
              ","EAP276/7/9","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"71","Story of earthquake [19th century]","

        

                  
            
              
              View images from this file (48)
            
          
              ","EAP276/7/10","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"72","Text of Qur'an [19th century]","

        

                  
            
              
              View images from this file (584)
            
          
              ","EAP276/7/11","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"73","Story of Muhammad Samman [19th century]","

        

                  
            
              
              View images from this file (32)
            
          
              ","EAP276/7/12","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"74","Text of Qur'an [19th century]","

        

                  
            
              
              View images from this file (24)
            
          
              ","EAP276/7/13","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"75","Text of Qur'an [20th century]","

        

                  
            
              
              View images from this file (122)
            
          
              ","EAP276/7/14","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"76","Text of Qur'an [19th century]","

        

                  
            
              
              View images from this file (536)
            
          
              ","EAP276/7/15","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"77","Text of Qur'an [19th century]","

        

                  
            
              
              View images from this file (60)
            
          
              ","EAP276/7/16","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"78","Text of Qur'an [19th century]","

        

                  
            
              
              View images from this file (30)
            
          
              ","EAP276/7/17","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"79","Rule of religion [19th century]","

        

                  
            
              
              View images from this file (98)
            
          
              ","EAP276/7/18","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"80","Belief in God [20th century]","

        

                  
            
              
              View images from this file (66)
            
          
              ","EAP276/7/19","1 file","Manuscript","File","Arabic, Malay","Arabic","20th century","Access is for research purposes only."
"81","Story of Muhammad [19th century]","

        

                  
            
              
              View images from this file (24)
            
          
              ","EAP276/7/20","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"82","Belief in God [20th century]","

        

                  
            
              
              View images from this file (42)
            
          
              ","EAP276/7/21","1 file","Manuscript","File","Arabic, Malay","Arabic","20th century","Access is for research purposes only."
"83","Letter from son to his father [20th century]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/7/22","1 file","Correspondence","File","Malay","Arabic","20th century","Access is for research purposes only."
"84","Collection of prayer [20th century]","

        

                  
            
              
              View images from this file (22)
            
          
              ","EAP276/7/23","1 file","Manuscript","File","Arabic, Malay","Arabic","20th century","Access is for research purposes only."
"85","Story about Nur Muhammad [19th century]","

        

                  
            
              
              View images from this file (46)
            
          
              ","EAP276/7/24","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"86","Rule of Salat [20th century]","

        

                  
            
              
              View images from this file (34)
            
          
              ","EAP276/7/25","1 file","Manuscript","File","Arabic, Malay","Arabic","20th century","Access is for research purposes only."
"87","Text of Safina Naja [20th century]","

        

                  
            
              
              View images from this file (44)
            
          
              ","EAP276/7/26","1 file","Manuscript","File","Arabic, Malay","Arabic","20th century","Access is for research purposes only."
"88","Text of Qur'an [19th century]","

        

                  
            
              
              View images from this file (176)
            
          
              ","EAP276/7/27","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"89","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (12)
            
          
              ","EAP276/7/28","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"90","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (34)
            
          
              ","EAP276/7/29","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"91","Text of Qur'an [19th century]","

        

                  
            
              
              View images from this file (48)
            
          
              ","EAP276/7/30","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"92","Story of Muhammad [20th century]","

        

                  
            
              
              View images from this file (28)
            
          
              ","EAP276/7/31","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"93","Primbon [20th century]","

        

                  
            
              
              View images from this file (72)
            
          
              ","EAP276/7/32","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"94","Sermon [19th century]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP276/7/33","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"95","Primbon [19th century]","

        

                  
            
              
              View images from this file (20)
            
          
              ","EAP276/7/34","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"96","Sermon of wedding [19th century]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/7/35","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"97","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP276/7/36","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"98","Sermon of Salat Jumat [19th century]","

        

                  
            
              
              View images from this file (10)
            
          
              ","EAP276/7/37","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"99","Sermon of Eid Mubarak [19th century]","

        

                  
            
              
              View images from this file (8)
            
          
              ","EAP276/7/38","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"100","Sermon of Eid Mubarak [19th century]","

        

                  
            
              
              View images from this file (9)
            
          
              ","EAP276/7/39","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"101","Sermon of Eid Mubarak [19th century]","

        

                  
            
              
              View images from this file (8)
            
          
              ","EAP276/7/40","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"102","Sermon of Salat Jumat [19th century]","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP276/7/41","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"103","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP276/7/42","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"104","Primbon [19th century]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP276/7/43","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"105","Primbon [19th century]","

        

                  
            
              
              View images from this file (1)
            
          
              ","EAP276/7/44","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"106","Primbon [19th century]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP276/7/45","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"107","Primbon [19th century]","

        

                  
            
              
              View images from this file (5)
            
          
              ","EAP276/7/46","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"108","Primbon [19th century]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/7/47","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"109","Primbon [19th century]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/7/48","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"110","Sermon of Eid al-Fitri [19th century]","

        

                  
            
              
              View images from this file (1)
            
          
              ","EAP276/7/49","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"111","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (10)
            
          
              ","EAP276/7/50","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"112","Sermon of salat jumat [19th century]","

        

                  
            
              
              View images from this file (12)
            
          
              ","EAP276/7/51","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"113","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (8)
            
          
              ","EAP276/7/52","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"114","Sermon of Salat Jumat [19th century]","

        

                  
            
              
              View images from this file (10)
            
          
              ","EAP276/7/53","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"115","Sermon of Salat Jumat [19th century]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP276/7/54","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"116","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (10)
            
          
              ","EAP276/7/55","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"117","Primbon [19th century]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP276/7/56","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"118","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP276/7/57","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"119","Sermon of Salat Jumat [19th century]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/7/58","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"120","Sermon of Salat Jumat [19th century]","

        

                  
            
              
              View images from this file (10)
            
          
              ","EAP276/7/59","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"121","Sermon of Salat Jumat [19th century]","

        

                  
            
              
              View images from this file (7)
            
          
              ","EAP276/7/60","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"122","Sermon of Salat Jumat [19th century]","

        

                  
            
              
              View images from this file (8)
            
          
              ","EAP276/7/61","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"123","Sermon of Salat Jumat [19th century]","

        

                  
            
              
              View images from this file (8)
            
          
              ","EAP276/7/62","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"124","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP276/7/63","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"125","Sermon of Salat Jumat [19th century]","

        

                  
            
              
              View images from this file (7)
            
          
              ","EAP276/7/64","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"126","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP276/7/65","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"127","The sermon of Salat Jumat [20th century]","

        

                  
            
              
              View images from this file (13)
            
          
              ","EAP276/8/1","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"128","The sermon of Ramadan [20th century]","

        

                  
            
              
              View images from this file (10)
            
          
              ","EAP276/8/2","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"129","The sermon of Salat Jumat [20th century]","

        

                  
            
              
              View images from this file (7)
            
          
              ","EAP276/8/3","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"130","The sermon of Eid al-Fitri [20th century]","

        

                  
            
              
              View images from this file (14)
            
          
              ","EAP276/8/4","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"131","The sermon of Eid al-Fitri [20th century]","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP276/8/5","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"132","The sermon of Salat Jumat [20th century]","

        

                  
            
              
              View images from this file (13)
            
          
              ","EAP276/8/6","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"133","The sermon of Salat Jumat [20th century]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP276/8/7","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"134","The sermon of Salat Jumat [20th century]","

        

                  
            
              
              View images from this file (7)
            
          
              ","EAP276/8/8","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"135","The sermon of Salat Jumat [20th century]","

        

                  
            
              
              View images from this file (5)
            
          
              ","EAP276/8/10","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"136","Story of Muhammad [19th century]","

        

                  
            
              
              View images from this file (21)
            
          
              ","EAP276/9/1","1 file","Manuscript","File","Malay","Arabic","19th century","Access is for research purposes only."
"137","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (18)
            
          
              ","EAP276/9/2","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"138","Text of Qur'an [19th century]","

        

                  
            
              
              View images from this file (44)
            
          
              ","EAP276/9/3","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"139","Text of Qur'an [20th century]","

        

                  
            
              
              View images from this file (30)
            
          
              ","EAP276/9/4","1 file","Manuscript","File","Arabic","Arabic","20th century","Access is for research purposes only."
"140","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (34)
            
          
              ","EAP276/9/5","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"141","The rule of Islam [20th century]","

        

                  
            
              
              View images from this file (52)
            
          
              ","EAP276/9/6","1 file","Manuscript","File","Arabic, Malay","Arabic","20th century","Access is for research purposes only."
"142","Text of Qur'an [19th century]","

        

                  
            
              
              View images from this file (18)
            
          
              ","EAP276/9/7","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"143","Belief in God [19th century]","

        

                  
            
              
              View images from this file (34)
            
          
              ","EAP276/9/8","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"144","Belief in God [19th century]","

        

                  
            
              
              View images from this file (28)
            
          
              ","EAP276/9/9","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"145","Belief in God [19th century]","

        

                  
            
              
              View images from this file (94)
            
          
              ","EAP276/9/10","1 file","Manuscript","File","Arabic, Javanese","Javanese, Arabic","19th century","Access is for research purposes only."
"146","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (106)
            
          
              ","EAP276/9/11","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"147","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (18)
            
          
              ","EAP276/9/12","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"148","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (10)
            
          
              ","EAP276/9/13","1 file","Manuscript","File","Arabic, Javanese","Javanese, Arabic","19th century","Access is for research purposes only."
"149","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (3)
            
          
              ","EAP276/9/14","1 file","Manuscript","File","Arabic, Malay","Arabic","19th century","Access is for research purposes only."
"150","Collection of prayer [19th century]","

        

                  
            
              
              View images from this file (2)
            
          
              ","EAP276/9/15","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
"151","Sermon of Eid al-Fitri [19th century]","

        

                  
            
              
              View images from this file (12)
            
          
              ","EAP276/9/16","1 file","Manuscript","File","Arabic","Arabic","19th century","Access is for research purposes only."
