"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"11","Wang Yingke dong jing chang duan [2002]","        Digital reproduction of a recording of a performance by the famous Dongjing master Wang Yinke. Recorded by Daohong Yi, Su Yan and Chaozhen Li during fieldwork conducted in 2002. The performance is conducted in Yunnan Chinese dialect.              ","EAP012/1/2/4","1 MP3 file, 7 minutes in total","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"12","Luhe Baitucheng dong jing yin yue [1990s]","        Digital reproduction of Dongjing performances in Luhe Baitucheng in Chuxiong city, recorded by the Chuxiong Museum during fieldwork in the 1990s. Originally recorded onto cassette, track list follows: Track 1 - 02:32; track 2 - 02:09; track 3 - 01:57; track 4 - 04:56; track 5 - 08:10; track 6 - 01:39; track 7 - 01:31; track 8 - 04:15; track 9 - 01:39; track 10 - 02:19; track 11 - 04:03; track 12 - 04:15; track 13 - 03:17. Performances are conducted in Yunnan Chinese dialect.              ","EAP012/1/2/5","13 MP3 files, 40 minutes 42 seconds in total","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"13","Nanhua dong jing yin yue [1990s]","        Digital reproduction of Dongjing performances in Nanhua County, recorded by the Chuxiong Museum during fieldwork in the 1990s. 22 chapters in total. Originally recorded onto cassette, tracklist follows: A1 Yunhuanle - 01:38; A2 Liuqingniang 01:15; A3 Nanqinggong 01:47; A4 Jiuyangbagua 05:16; A5 Jahuaxin 02:24; A6 Suonanzhi 03:20; A7 Yuanheling 03:29; A8 Interview 02:21; A9 Beidao 02:58; A10 Haiqiang 02:53; A11 Xiangshui 02:38; B1 Qinghesong 03:07; B2 Chaoyangge 00:54; B3 Jinshanghua 02:19 and 03:34; B4 Ziyanggongyang 01:04; B5 Yichuanzhu 00:30; B6 Sizi 00:38; B7 Yichuanzhu 00:47; B8 Wuyanghai 05:06; B9 Quanshizi 01:09; B10 Yijiangfeng 03:21; B11 Xianjiayou 01:11. Performances are conducted in Yunnan Chinese dialect.              ","EAP012/1/2/6","23 MP3 files, 49 minutes 5 seconds in length","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"14","Miheimen dong jing yin yue [1990s]","        Digital reproduction of a Dongjing performance in Miheimen village, Nanhua County, recorded by the Chuxiong Museum during fieldwork in the 1990s. Originally recorded on cassette, tracklist follows: Xiaokaimen - 01:17; Xiashanhu - 01:35; Xinniangqu - 00:42; Laoniangqu - 00:57; Mjingzan -00:52; Songzhang - 00:28; Laojunzan - 01:09; Youqiang - 00:32; Anzhendiao -00:42; Chengniandiao - 00:49; Chengzidiao - 01:06; Yingjiadao - 00:26; Songjiadao - 00:26. Performances are conducted in Yunnan Chinese Dialect.              ","EAP012/1/2/7","13 MP3 files, 11 minutes in length","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"15","Miheimen dong jing fang wen [2001]","        Digital reproduction of an interview recorded in Miheimen in 2001 by the Chuxiong Museum. Originally recorded onto cassette: -track 1 04:25; track 2 - 03:12. The interview is conducted in Yunnan Chinese dialect.              ","EAP012/1/2/8","2 MP3 files, 7 minutes 37 seconds in length","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"16","Wujie dong jing yin yue [c 2000]","        Digital reproduction of a Dongjing performance in Wujie town, Nanhua County, recorded by the Chuxiong Museum during fieldwork in ? 2000. Originally recorded on cassette: Dieluoji - 02:29; Nanqinggong - 01:04; Kaijingdiao - 00:49. The performances are conducted in Yunnan Chinese dialect.              ","EAP012/1/2/9","3 MP3 files, 4 minutes 22 seconds","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"17","Wujie dong jing fang wen [c 2000]","        Digital reproduction of an interview recorded in Wujie town, Nanhua County in ? 2000 by the Chuxiong Museum. Originally redcorded on cassette: track 1 - 03:37; track 2 - 26:44. The interview is conducted in Yunnan Chinese dialect.              ","EAP012/1/2/10","2 MP3 files, 30 minutes 21 seconds in length","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"18","Wuding Maojie dong jing yin yue [2004]","        Digital reproduction of a Dongjing performance in Maojie town, Wuding County, recorded by Chuxiong Museum during fieldwork in 2004. Originally recorded onto cassette: track 1 - 17:05; track 2 - 08:39; track 3 - 03:31; track 4 - 02:42. The sound quality is poor. Performances are conducted in Yunnan Chinese dialect.              ","EAP012/1/2/11","4 MP3 files, 32 minutes 35 seconds in length","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"19","Wuding dong jing yin yue [1990-2006]","        Digital reproductions of Dongjing performances in Wuding County, recorded by the Chuxiong Museum during fieldwork from 1990-2006. Originally recorded onto cassette: track 1 - 05:10; track 2 - 02:55; track 3 - 02:24; track 4 - 02:18; track 5 - 03:03. Performances are conducted in Yunnan Chinese dialect.              ","EAP012/1/2/12","5 MP3 files, 15 minutes 50 seconds in total","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"20","Yao'an dong jing yin yue [1990-2006]","        Digital reproductions of Dongjing performances in Yao'an County, recorded by the Chuxiong Museum during fieldwork between 1990-2006. Originally recorded onto cassette: track 1 - 02:19; track 2 - 04:13; track 3 - 01:07; track 4 - 01:47; track 5 - 01:06; track 6 - 01:52; track 7 - 02:23; track 8 - 00:47; track 9 - 00:45; track 10 - 03:17. Performances are conducted in Yunnan Chinese dialect.              ","EAP012/1/2/13","10 MP3 files, 17 minutes 30 seconds in total","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"21","Yongren dong jing yin yue [1990-2006]","        Digital reproductions of Dongjing performances in Yongren County, recorded by the Chuxiong Museum during fieldwork between 1990-2006. Originally recorded onto cassette: track A1 - 04:30; track A2 - 02:01; track A3 - 01:53; track A4 - 03:42; track A5 - 01:44; track A6 -01:48; track A7 -00:59; track A8 - 03:21; track A9 - 02:17; track B1 -03:49; track B2 - 03:28; track B3 -02:44; track B4 - 02:24; track B5 - 05:53; track B6 - 01:48. Performances are conducted in Yunnan Chinese dialect.              ","EAP012/1/2/14","15 MP3 files, 42 minutes twelve seconds in length","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"22","Yuanmou dong jing yin yue [1990-2006]","        Digital reproductions of Dongjing performances in Yuanmou County, recorded by the Chuxiong Museum during fieldwork between 1990-2006. Originally recorded onto cassette: Performance 1: track 1 - 00:09; track 2 - 01:41; track 3 - 01:51; track 4 - 00:02; track 5 - 00:50; track 6 - 00:06; track 7 - 05:27; track 8 - 01:06; track 9 - 03:59; track 10 - 02:29; track 11 - 00:06; track 12 - 02:13; track 13 - 05:08; track 14 - 01:42; track 15 - 02:12; track 16 - 03:02; track 17 - 01:47; track 18 - 00:03; track 19 - 03:55; track 20 -00:02; track 21 - 01:57; track 22 - 00:02; track 23 - 03:18; track 24 - 03:23; track 25 - 03:35; track 26 - 01:54; track 27 - 02:16; track 28 - 02:03; track 29 - 02:10; track 30 - 00:09. Performance 2: track 1 - 00:02; track 2 - 02:12; track 3 - 02:29; track 4 - 02:20; track 5 - 01:38; track 6 - 01:26; track 7 - 02:02; track 8 - 01:47; track 9 - 01:52; track 10 - 02:54; track 11 - 02:02; track 12 - 02:29; track 13 - 00:44; track 14 - 01:02; track 15 - 01:18; track 19 - 00:44; track 20 - 01:01; track 22 - 03:58; track 23 - 03:30; track 24 - 00:56; track 25 - 02:20; track 26 - 02:48; track 27 - 02:08. Performance 3: track 1 - 06:17; track 2 - 02:23; track 3 - 00:04; track 4 - 03:00; track 5 - 03:58; track 6 - 00:05; track 7 - 01:57; track 8 - 00:05; track 9 - 01:20; track 10 - 03:34; track 11 - 01:00; track 12 - 02:05; track 13 - 00:05; track 14 - 00:59. Performances are conducted in Yunnan Chinese dialect.              ","EAP012/1/2/15","71 MP3 files, 134 minutes in length","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"23","Dong jing pu. 20th century","        Digital images of a Dongjing music score from Qilin District, Qujing City. The author of this score remains anonymous; this manuscript was transcribed in the early 20th century. Black and red ink on paper, written in guqin notation.                                                          View images from this file (11)                                    ","EAP012/2/1","11 TIFF images","Manuscript","File","Chinese","Han (Traditional)","20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_2_1/1.jp2/full/!600,300/0/default.jpg"
"24","Dong jing qiang pu [1982]","        Digital images of a manuscript of lyrics for Dongjing music performances. This manuscript was created by Shizhen Wang in 1982, who copied it from another, thought to date from the early 19th century. The author of the lyrics remains anonymous. The manuscript appears to have been annotated at a later date. Black ink on bound paper.                                                          View images from this file (32)                                    ","EAP012/3/1","32 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1982","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_3_1/1.jp2/full/!600,300/0/default.jpg"
"25","Dong jing gong che pu. 1946","        Digital images of a manscript containing scores of archaic Dongjing music. This manuscript is thought to have been copied in 1946, by an anonymous source. The origin of the music is uncertain. Black and red ink on bound paper.                                                          View images from this file (29)                                    ","EAP012/4/1","29 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1946","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_4_1/1.jp2/full/!600,300/0/default.jpg"
"26","Luliang dong jing yin yue zheng li chu gao [1990]","        Digital images of a booklet of Dongjing music scores from Luliang County. The scores were transcribed by Guang Zhu in 1990, in jianpu notation.                                                          View images from this file (24)                                    ","EAP012/5/1","24 TIFF images","Score","File","Chinese","Han (Traditional)","1990","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_5_1/1.jp2/full/!600,300/0/default.jpg"
"27","Heijing dong jing yin yue [? 1978-1991]","        Digital images of Heijing dong jing yin yue, Dongjing music scores from Heijing. The scores were written in jianpu notation, and created by Jing Yang and Yue Liu at some point between 1978 and 1991.                                                          View images from this file (58)                                    ","EAP012/6/1/1","58 TIFF images","Score","File","Chinese","Han (Traditional)","1978-1991","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_6_1_1/1.jp2/full/!600,300/0/default.jpg"
"28","Yaozhan dong jing yin yue [1980-1990]","        Digital images of Yaozhan dong jing yin yue, handwritten and mimeograph copies of Dongjing music scores from Yaozhan. The scores were created by Peifu Dai, Yingke Wang and Ye Yang at some point in the 1980s and 1990s. Primarily written in jianpu notation, a couple of scores are written as guqin and gunche. The creators have included research notes with the scores.                                                          View images from this file (88)                                    ","EAP012/6/1/2","88 TIFF images","Score","File","Chinese","Han (Traditional)","1980-1990","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_6_1_2/1.jp2/full/!600,300/0/default.jpg"
"29","Yunnan sheng qi yue qu ji cheng Qujing diqu Huize xian dong jing qi yue qu bu fen. 1996","        Digital images of Yunnan sheng qi yue qu ji cheng Qujing diqu Huize xian dong jing qi yue qu bu fen, Dongjing music scores from Huize County. The scores were created by Niansheng Tang and Zhengxian Shen in 1996, and are written in jianpu notation.                                                          View images from this file (30)                                    ","EAP012/6/1/3","30 TIFF images","Score","File","Chinese","Han (Traditional)","1996","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_6_1_3/1.jp2/full/!600,300/0/default.jpg"
"30","Kunmin dong jing hui Peng Youshan hui yi lu [1990s]","        Digital images of Kunmin dong jing hui Peng Youshan hui yi lu, the memoir of a Dongjing master called Peng Youshan. It was written by Peng Youshan in the 1990s.                                                          View images from this file (19)                                    ","EAP012/6/1/4","19 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1990s","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_6_1_4/1.jp2/full/!600,300/0/default.jpg"
"31","Yunnan Luliang Cuandi gu yue kunju qu pu di yi zu xue xi yan zou zi liao [2002]","        Digital images of Yunnan Luliang Cuandi gu yue kunju qu pu di yi zu xue xi yan zou zi liao, Dongjing music scores from Luliang County. They were transcribed by Guan Zhu in 2002, and are written in jianpu notation.                                                          View images from this file (35)                                    ","EAP012/6/1/5","35 TIFF images","Score","File","Chinese","Han (Traditional)","2002","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_6_1_5/1.jp2/full/!600,300/0/default.jpg"
"32","Sheng Qunzhong yi shu guan lai xin [1981]","        Digital images of Sheng Qunzhong yi shu guan lai xin, correspondence regarding Dongjing, between anonymous persons. The bundle includes diagrams showing seating arrangements for Dongjing performances. The correspondence was sent in 1981.                                                          View images from this file (7)                                    ","EAP012/6/1/6","7 TIFF images","Correspondence","File","Chinese","Han (Traditional)","1981","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_6_1_6/1.jp2/full/!600,300/0/default.jpg"
"33","Dong jing gu dian yin yue [1996]","        Digital images of Dong jing gu dian yin yue, scores of archaic Dongjing music. These transcripts were made by the Society of Classical Music in Qujing, in 1996, and are written in jianpu notation.                                                          View images from this file (21)                                    ","EAP012/6/1/7","21 TIFF images","Score","File","Chinese","Han (Traditional)","1996","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_6_1_7/1.jp2/full/!600,300/0/default.jpg"
"34","Huize dong jing yin yue [1990s]","        Digital images of Huize dong jing yin yue, transcripts of Dongjing music scores from Huize County. These scores were transcribed by Hongkui Zhao in the 1990s, and are written in jianpu notation.                                                          View images from this file (35)                                    ","EAP012/6/1/8","35 TIFF images","Score","File","Chinese","Han (Traditional)","1990s","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_6_1_8/1.jp2/full/!600,300/0/default.jpg"
"35","Heijing dong jing lu yin [1989]","        Digital reproduction of an on-site recording of a Dongjing performance by the Dongjing Society in Heijing town, 20 February 1989. The recording was originally made on cassette. 2 chapters in total.              ","EAP012/6/2/1","2 MP3 files, 42 minutes 25 seconds in total","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"36","Luliang dong jing yin yue [2006]","        Digital reproduction of an on-site recording of performances by the Dongjing Society in Luliang in 2006. The original recordings were made directly onto digital as part of the EAP012 project, by Lin Huang, Xianyao He and Jian Xu. 12 tracks in total: Xiaozhegu - 03:39; Xaiotaohong - 03:33; Banzhuangtai - 02:43; Chaotianzi - 06:56; Wufengqiuye - 07:08; Nanlouhuagu - 06:20; Yuanxiaoyue - 04:00; Dadong - 04:32; Jiuchengyanliu - 04:35; Dajuexiaozhong - 09:10; Cuanshiyingbingqu - 07:29; Cuanlongyan - 04:44.              ","EAP012/6/2/2","12 WAV files, 64 minutes 50 seconds in total","NA","File","Chinese","NA","16 May 2007","Access is for research purposes only","NA"
"37","Huoguanhui [1993]","        Digital reproduction of a recording of a Dongjing performance during the Fire Festival in Chuxiong in 1993. Originally recorded by Tinghua Lu onto cassette. Participants in the ceremony are speaking Chinese in the Yunnan dialect.              ","EAP012/6/2/3","1 DAT file, 1 hour 15 minutes 24 seconds in length","NA","File","Chinese","NA","2006","Access is for research purposes only","NA"
"38","Huoguanhui [2004]","        Digital reproduction of a recording of a Dongjing performance during the Fire Festival in Chuxiong in 2004. Originally recorded by Tinghua Lu onto cassette. Participants in the ceremony are speaking Chinese in the Yunnan dialect.              ","EAP012/6/2/4","1 DAT file, 57 minutes 16 seconds in length","NA","File","Chinese","NA","2004","Access is for research purposes only","NA"
"39","Ba yue shi wu zuo hui [2006]","        Digital recording of a Dongjing performance during the Moon festival in Chuxiong in 2006. Recorded to digital by Fei Huang and Yanhong Liu. Participants in the ceremony are speaking Chinese in the Yunnan dialect.              ","EAP012/6/2/5","1 DAT file, 1 hour 11 minutes 58 seconds in length","NA","File","Chinese","NA","20 Nov 2006","Access is for research purposes only","NA"
"40","Guanyinhui [2006]","        Digital recording of Dongjing music and ritual performed on the birthday of the Goddess Guanyin. The performance took place in Chuxiong in 2006, and was recorded by Fei Huang and Yanhong Liu. The ceremony was filmed over 4 tracks: track 1 - 01:09:48; track 2 - 01:11:56; track 3 - 01:10:31; track 4 - 00:05:59.Participants in the ceremony are speaking Chinese in the Yunnan dialect.              ","EAP012/6/2/6","4 DAT files, 3 hours, 38 minutes 14 seconds in length","NA","File","Chinese","NA","2006","Access is for research purposes only","NA"
"41","Zuozai [1993]","        Digital reproduction of a recording of a Dongjing performance in Chuxiong in 1993. Recorded by Tinghua Lu onto video cassette. The recording has been split over three tracks : track 1 - 01:10:57; track 2 - 01:14:18; track 3 - 01:14:24.              ","EAP012/6/2/7","3 DAT files, 3 hours 39 minutes 39 seconds in length","NA","File","Chinese","NA","2004","Access is for research purposes only","NA"
"42","Cuandi gu yue [2004]","        Digital reproduction of a recording of a Dongjing performance by the society in Luliang, in 2004. Originally recorded onto cassette by Zongjin Zhao. One track, 00:48:44 in length.              ","EAP012/6/2/8","1 DAT file, 48 mintues and 44 seconds in length","NA","File","Chinese","NA","2004","Access is for research purposes only","NA"
"43","Cuanxiang gu yue [2001]","        Digital reproduction of a recording of a Dongjing performance by the society in Quijing in 2001. Originally recorded onto cassette by Zongjin Zhao.              ","EAP012/6/2/9","1 DAT file, 45 mintues 38 seconds in length","NA","File","Chinese","NA","2005-2007","Access is for research purposes only","NA"
"44","Bata gu yue [2006]","        Digital reproduction of a recording of a Dongjing performance in Zhujie Town of Qujing City on 21 June 2006. Originally recorded onto cassette by Yinghe Jiang, Yanhong Liu, Xueyuan Wu, Zongjin Zhao and Hongkui Zhao. 6 tracks in total: Track 1 displays the video title; track 2 shows an introduction; track 3 shows interviews with participants and villagers; tracks 4 to 6 show the performance itself.              ","EAP012/6/2/10","6 DAT files, 78 minutes in length","NA","File","Chinese","NA","2006","Access is for research purposes only","NA"
"45","Qujing shi cuanxiang gu dian yin yue [2006]","        Digital reproduction of a recording of a Dongjing performance in Quijing City on 26 August 2006. Originally recorded onto cassette by Yinghe Jiang, Yanhong Liu, Xueyuan Wu, Zongjing Zhao and Hongkui Zhao. 5 tracks in total: track 1 displays a title sequence; tracks 2-5 show the performance.              ","EAP012/6/2/11","5 DAT files, 12 minutes in length","NA","File","Chinese","NA","2006","Access is for research purposes only","NA"
"46","Tai shang wu ji da cheng yi sheng gai tian gu fo tao yuan ming sheng zhen jing he kan [1878]","        Digital images of Tai shang wu ji da cheng yi sheng gai tian gu fo tao yuan ming sheng zhen jing he kan, a sutra used in Dongjing activities. This copy is dated 1878; the creator remains anonymous.                                                          View images from this file (61)                                    ","EAP012/7/1","61 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1878","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_1/1.jp2/full/!600,300/0/default.jpg"
