"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"21","Jiu fan [1981-1983]","

        A Chinese book on special prediction. Extent of original material: 1 volume containing 33 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (33)
            
          
              ","EAP460/4/9","33 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"22","Linshi shiyong [1981-1983]","

        A book used in an urgent occasion. Extent of original material: 1 volume containing 24 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (24)
            
          
              ","EAP460/4/10","24 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"23","Hua hong zi [1981-1983]","

        A book on how to pick auspicious dates. Extent of original material: 1 volume containing 18 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (10)
            
          
              ","EAP460/4/11","10 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"24","Ji kan niu [1981-1983]","

        A book containing dates not suitable for killing oxen. Extent of original material: 1 volume containing 17 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (17)
            
          
              ","EAP460/4/12","17 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"25","Zi wu mao you [1981-1983]","

        A general almanac. Extent of original material: 1 volume containing 16 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (16)
            
          
              ","EAP460/4/13","16 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"26","Chuangzao xin zhai [1981-1983]","

        A book on how to pick auspicious dates for building new houses. Extent of original material: 1 volume containing 35 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (35)
            
          
              ","EAP460/4/14","35 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"27","Sai shi [1981-1983]","

        A book suitable for predicting for all purposes. Extent of original material: 1 volume containing 27 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (27)
            
          
              ","EAP460/4/15","27 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"28","Zi wu mao you yong san tan [1981-1983]","

        A general almanac. Extent of original material: 1 volume containing 20 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (20)
            
          
              ","EAP460/4/16","20 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"29","Chun yin wu xu nian da bai [1981-1983]","

        A general almanac. Extent of original material: 1 volume containing 15 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (15)
            
          
              ","EAP460/4/17","15 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"30","chen wu chou fang [1981-1983]","

        A general almanac. Extent of original material: 1 volume containing 28 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (28)
            
          
              ","EAP460/4/18","28 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"31","Tan bai ba [1981-1983]","

        A general almanac. Extent of original material: 1 volume containing 38 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (38)
            
          
              ","EAP460/4/19","38 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981-1983","Access is for research purposes only."
"32","Sheng fan zhan jie","

        A book on predicting and resolving misfortunes. Extent of original material: 1 volume containing 51 pages. Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (26)
            
          
              ","EAP460/5/1","26 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"33","Zi wu mao you nian hai [1900]","

        A general almanac. Extent of original material: 1 volume containing 33 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (33)
            
          
              ","EAP460/6/1","33 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1900","Access is for research purposes only."
"34","Zi wu mao you [Late 19th century]","

        A general almanac. Extent of original material: 1 volume containing 30 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (30)
            
          
              ","EAP460/6/2","30 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"35","Jia si jiuyue wei fang si yue [1900]","

        The chapter of the ninth month of the Jiasi year in an almanac. Extent of original material: 1 volume containing 40 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (40)
            
          
              ","EAP460/6/3","40 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1900","Access is for research purposes only."
"36","Unnamed [1963]","

        Unknown content. Extent of original material: 1 volume containing 29 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (15)
            
          
              ","EAP460/7/1","15 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1963","Access is for research purposes only."
"37","Diyi jia yin [1963]","

        The almanac for the Jiayin year. Extent of original material: 1 volume containing 23 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (12)
            
          
              ","EAP460/7/2","12 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1963","Access is for research purposes only."
"38","Kan shengnian yong [1963]","

        A book on telling one's life-long fortune. Extent of original material: 1 volume containing 43 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (22)
            
          
              ","EAP460/7/3","22 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1963","Access is for research purposes only."
"39","Jiri lishi [1975]","

        A book on how to pick auspicious dates. Extent of original material: 1 volume containing 80 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (41)
            
          
              ","EAP460/7/4","41 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1975","Access is for research purposes only."
"40","Zi wu mao you nian [1962]","

        A general almanac. Extent of original material: 1 volume containing 42 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (22)
            
          
              ","EAP460/7/5","22 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1962","Access is for research purposes only."
"41","Zi wu mao you nian hai hai [1962]","

        A general almanac. Extent of original material: 1 volume containing 35 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (18)
            
          
              ","EAP460/7/6","18 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1962","Access is for research purposes only."
"42","Zi wu nian [1962]","

        A general almanac. Extent of original material: 1 volume containing 26 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (14)
            
          
              ","EAP460/7/7","14 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1962","Access is for research purposes only."
"43","Zi wu mao you nian [1962]","

        A general almanac. Extent of original material: 1 volume containing 30 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (16)
            
          
              ","EAP460/7/8","16 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1962","Access is for research purposes only."
"44","Kan ri yong shen [1962]","

        A book on how to pick proper dates to worship various spirits.Extent of original material: 1 volume containing 24 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (13)
            
          
              ","EAP460/7/9","13 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1962","Access is for research purposes only."
"45","Jia si jiuyue wei fang [1962]","

        A general almanac. Extent of original material: 1 volume containing 40 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (21)
            
          
              ","EAP460/7/10","21 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1962","Access is for research purposes only."
"46","Jia si nian tan si mao wen si ji [1963]","

        A general almanac for the Jiasi year. Extent of original material: 1 volume containing 33 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (18)
            
          
              ","EAP460/7/11","18 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1963","Access is for research purposes only."
"47","Ershi ba xiuxing zeyao [1961]","

        A succinct introduction on the Chinese constellation system. Extent of original material: 1 volume containing 28 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (15)
            
          
              ","EAP460/7/12","15 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1961","Access is for research purposes only."
"48","Da ben [1917]","

        A general almanac. Extent of original material: 1 volume containing 51 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (52)
            
          
              ","EAP460/8/1","52 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1917","Access is for research purposes only."
"49","Zi wu mao you jinlong [1950]","

        A book on how to pick the most auspicious dates, termed as ""golden dragons"". Extent of original material: 1 volume containing 23 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (12)
            
          
              ","EAP460/9/1","12 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1950","Access is for research purposes only."
"50","Chang si chang sheng yao yong [1940]","

        A general almanac. Extent of original material: 1 volume containing 23 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (23)
            
          
              ","EAP460/9/2","23 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1940","Access is for research purposes only."
"51","Menkou ye yong ji ri [1950]","

        A book on how to pick auspicious dates for travels. Extent of original material: 1 volume containing 39 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (39)
            
          
              ","EAP460/9/3","39 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1950","Access is for research purposes only."
"52","Kan yao yong da ji hao [1940]","

        A book on how to pick the most auspicious dates. Extent of original material: 1 volume containing 30 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (30)
            
          
              ","EAP460/9/4","30 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1940","Access is for research purposes only."
"53","Fanshu yao yong gemen [Early 20th century]","

        A secret book used by Shui priests. Extent of original material: 1 volume containing 33 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (17)
            
          
              ","EAP460/9/5","17 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"54","Jiazi nian wu jiu fen daji [1940]","

        A general almanac for the Jiazi year. Extent of original material: 1 volume containing 14 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (14)
            
          
              ","EAP460/9/6","14 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1940","Access is for research purposes only."
"55","Kan ri qi wu jixiong [1950]","

        A book on how to pick the most auspicious dates. Extent of original material: 1 volume containing 23 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (23)
            
          
              ","EAP460/9/7","23 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1950","Access is for research purposes only."
"56","Nian jiazi [1940]","

        A general almanac for the Jiazi year. Extent of original material: 1 volume containing 37 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (37)
            
          
              ","EAP460/9/8","37 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1940","Access is for research purposes only."
"57","Cun men shu [Early 20th century]","

        A general almanac. Extent of original material: 1 volume containing 17 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (9)
            
          
              ","EAP460/9/9","9 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"58","Bingzi [1940]","

        A general almanac for the Bingzi year. Extent of original material: 1 volume containing 37 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (37)
            
          
              ","EAP460/10/1","37 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1940","Access is for research purposes only."
"59","Nian wuzi [1941]","

        A general almanac for the Wuzi year. Extent of original material: 1 volume containing 48 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (49)
            
          
              ","EAP460/10/2","48 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1941","Access is for research purposes only."
"60","Nian renzi fanshu [1948]","

        A general almanac for the Renzi year. Extent of original material: 1 volume containing 24 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (24)
            
          
              ","EAP460/10/3","24 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1948","Access is for research purposes only."
"61","Fanshu [1940]","

        A secret book used by Shui priests. Extent of original material: 1 volume containing 16 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (9)
            
          
              ","EAP460/10/4","9 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1940","Access is for research purposes only."
"62","Jiazi [1939]","

        A general almanac for the Jiazi year. Extent of original material: 1 volume containing 22 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (22)
            
          
              ","EAP460/10/5","22 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1939","Access is for research purposes only."
"63","Hai zi chou shi [1940]","

        A general almanac. Extent of original material: 1 volume containing 29 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (29)
            
          
              ","EAP460/10/6","29 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1940","Access is for research purposes only."
"64","Xuhai nian wushi yi [1970]","

        A chapter of the almanac of the Xuhai year. Extent of original material: 1 volume containing 33 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (33)
            
          
              ","EAP460/11/1","33 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1970","Access is for research purposes only."
"65","Unnamed","

        Unknown content. Extent of original material: 1 volume containing 26 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (26)
            
          
              ","EAP460/11/2","26 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"66","Jiazi chen nian [1970]","

        A general almanac for the Jiazi year. Extent of original material: 1 volume containing 48 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (48)
            
          
              ","EAP460/11/3","48 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1970","Access is for research purposes only."
"67","Ziwu maoyou nian","

        A general almanac. Extent of original material: 1 volume containing 41 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (41)
            
          
              ","EAP460/11/4","41 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"68","Zi nian [Late 19th century]","

        A general almanac for every Zi year. Extent of original material: 1 volume containing 13 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (13)
            
          
              ","EAP460/11/5","13 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"69","Guichou nian [Late 19th century]","

        A general almanac for the Guichou year. Extent of original material: 1 volume containing 33 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (17)
            
          
              ","EAP460/11/6","17 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"70","Unnamed [Late 19th century]","

        Unknown content. Extent of original material: 1 volume containing 14 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (8)
            
          
              ","EAP460/12/1","8 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"71","Unrecognizible [1980]","

        A general almanac. Extent of original material: 1 volume containing 18 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (18)
            
          
              ","EAP460/13/1","18 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1980","Access is for research purposes only."
"72","Ershi ba xiu [1982]","

        A succinct introduction on the Chinese constellation system. Extent of original material: 1 volume containing 13 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (13)
            
          
              ","EAP460/13/2","13 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1982","Access is for research purposes only."
"73","Chen xu nian chou fang [1983]","

        A general almanac for the Chenxu year, especially for the direction of Chou (north-east direction in traditional Chinese terminology). Extent of original material: 1 volume containing 76 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (76)
            
          
              ","EAP460/13/3","76 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1983","Access is for research purposes only."
"74","Chun yin wu xu [1970]","

        A general almanac. Extent of original material: 1 volume containing 34 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (34)
            
          
              ","EAP460/13/4","34 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1970","Access is for research purposes only."
"75","Linshi shiyong [Late 20th century]","

        A book used in temporary occasions. Extent of original material: 1 volume containing 23 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (12)
            
          
              ","EAP460/14/1","12 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 20th century","Access is for research purposes only."
"76","Zi wu mao you kuai yong ri [Late 20th century]","

        A general almanac used for urgent purposes. Extent of original material: 1 volume containing 11 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (7)
            
          
              ","EAP460/14/2","7 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 20th century","Access is for research purposes only."
"77","Jiu fan [Late 20th century]","

        A general almanac. Extent of original material: 1 volume containing 37 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (20)
            
          
              ","EAP460/14/3","20 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 20th century","Access is for research purposes only."
"78","Zi wu mao you chen chen [1981]","

        A general almanac. Extent of original material: 1 volume containing 25 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (25)
            
          
              ","EAP460/14/4","25 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"79","Shu wu [1981]","

        A collection of various predicting methods. Extent of original material: 1 volume containing 38 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (38)
            
          
              ","EAP460/14/5","38 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"80","Tan bai ba [1981]","

        A general almanac. Extent of original material: 1 volume containing 45 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (45)
            
          
              ","EAP460/14/6","45 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"81","Jia zi yi chou ji [1981]","

        A general almanac for the Jiazi year. Extent of original material: 1 volume containing 24 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (24)
            
          
              ","EAP460/14/7","24 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"82","Chen xu nian si chou fang [1984]","

        A general almanac of the Chenxu year. Extent of original material: 1 volume containing 87 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (87)
            
          
              ","EAP460/14/8","87 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1984","Access is for research purposes only."
"83","Da ji tong shu ri [1981]","

        A book on how to pick the most auspicious dates. Extent of original material: 1 volume containing 43 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (43)
            
          
              ","EAP460/14/9","43 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"84","Tan lang [Early 20th century]","

        A general almanac. Extent of original material: 1 volume containing 25 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (25)
            
          
              ","EAP460/14/10","25 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"85","Tan mu liushi jin shui wei shen [1982]","

        A general almanac. Extent of original material: 1 volume containing 28 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (28)
            
          
              ","EAP460/14/11","28 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1982","Access is for research purposes only."
