"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"240","Rājēśvara Śatakavu","

        Literature. 1 Printed Book. Original reference number: 10171.

                  
            
              
              View images from this file (20)
            
          
              ","EAP673/1/240","20 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_240/1.jp2/full/!600,300/0/default.jpg"
"241","Akṣarāṅkanagadyavu","

        Literature. 1 Printed Book. Original reference number: 10180.

                  
            
              
              View images from this file (36)
            
          
              ","EAP673/1/241","36 TIFF images","File","Kannada","Kannada","1891","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_241/1.jp2/full/!600,300/0/default.jpg"
"242","Prasidda Patrike","

        Literature. 1 Printed Book. Original reference number: 10185.

                  
            
              
              View images from this file (20)
            
          
              ","EAP673/1/242","20 TIFF images","File","Kannada","Kannada","1909","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_242/1.jp2/full/!600,300/0/default.jpg"
"243","Nayanapurāṇa","

        Literature. 1 Printed Book. Original reference number: 10187.

                  
            
              
              View images from this file (24)
            
          
              ","EAP673/1/243","24 TIFF images","File","Kannada","Kannada","1898","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_243/1.jp2/full/!600,300/0/default.jpg"
"244","Ambārike","

        Literature. 1 Printed Book. Original reference number: 10188.

                  
            
              
              View images from this file (22)
            
          
              ","EAP673/1/244","22 TIFF images","File","Kannada","Kannada","1916","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_244/1.jp2/full/!600,300/0/default.jpg"
"245","Vīraśaiva Varṇāśrama Dharmavicāravu","

        Saiva Literature. 1 Printed Book. Original reference number: 10190.

                  
            
              
              View images from this file (40)
            
          
              ","EAP673/1/245","40 TIFF images","File","Kannada","Kannada","1909","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_245/1.jp2/full/!600,300/0/default.jpg"
"246","Kiraṇa Mālike","

        Literature. 1 Printed Book. Original reference number: 10193.

                  
            
              
              View images from this file (28)
            
          
              ","EAP673/1/246","28 TIFF images","File","Kannada","Kannada","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_246/1.jp2/full/!600,300/0/default.jpg"
"247","Abdakalpa","

        Literature. 1 Printed Book. Original reference number: 10197.

                  
            
              
              View images from this file (54)
            
          
              ","EAP673/1/247","54 TIFF images","File","Kannada","Kannada","1888","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_247/1.jp2/full/!600,300/0/default.jpg"
"248","Rāmadhyānamatasāravu","

        General. 1 Printed Book. Original reference number: 10205.

                  
            
              
              View images from this file (44)
            
          
              ","EAP673/1/248","44 TIFF images","File","Kannada","Kannada","1912","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_248/1.jp2/full/!600,300/0/default.jpg"
"249","Kr̥Tika Mahātmeyu","

        Literature. 1 Printed Book. Original reference number: 10206.

                  
            
              
              View images from this file (30)
            
          
              ","EAP673/1/249","30 TIFF images","File","Kannada","Kannada","1916","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_249/1.jp2/full/!600,300/0/default.jpg"
"250","Pan̄Cacāravanśāvaḷi","

        Literature. 1 Printed Book. Original reference number: 10207.

                  
            
              
              View images from this file (28)
            
          
              ","EAP673/1/250","28 TIFF images","File","Kannada","Kannada","1888","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_250/1.jp2/full/!600,300/0/default.jpg"
"251","Kalilāvaṇigaḷu","

        Literature. 1 Printed Book. Original reference number: 10209.

                  
            
              
              View images from this file (70)
            
          
              ","EAP673/1/251","70 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_251/1.jp2/full/!600,300/0/default.jpg"
"252","Śālyadara Sanavara Vacana Bhaktimārga Sarōvara","

        General. 1 Printed Book. Original reference number: 10218.

                  
            
              
              View images from this file (136)
            
          
              ","EAP673/1/252","136 TIFF images","File","Kannada","Kannada","1885","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_252/1.jp2/full/!600,300/0/default.jpg"
"253","Śrīnivāsa Bhavanaṁ","

        General. 1 Printed Book. Original reference number: 10221.

                  
            
              
              View images from this file (22)
            
          
              ","EAP673/1/253","22 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_253/1.jp2/full/!600,300/0/default.jpg"
"254","Śrī Śaṅkaradāsa Caritre","

        History. 1 Printed Book. Original reference number: 10222.

                  
            
              
              View images from this file (50)
            
          
              ","EAP673/1/254","50 TIFF images","File","Kannada","Kannada","1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_254/1.jp2/full/!600,300/0/default.jpg"
"255","Janaran̄Jitavāda Patragaḷu  (How To Have Healthy Children)","

        General. 1 Printed Book. Original reference number: 10235.

                  
            
              
              View images from this file (20)
            
          
              ","EAP673/1/255","20 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_255/1.jp2/full/!600,300/0/default.jpg"
"256","Sailas Mārnar","

        General. 1 Printed Book. Original reference number: 10237.

                  
            
              
              View images from this file (32)
            
          
              ","EAP673/1/256","32 TIFF images","File","Kannada","Kannada","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_256/1.jp2/full/!600,300/0/default.jpg"
"257","Tīrthada Karespāṇḍens","

        General. 1 Printed Book. Original reference number: 10238.

                  
            
              
              View images from this file (50)
            
          
              ","EAP673/1/257","50 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_257/1.jp2/full/!600,300/0/default.jpg"
"258","Kantipampana Samasya","

        General. 1 Printed Book. Original reference number: 10251.

                  
            
              
              View images from this file (20)
            
          
              ","EAP673/1/258","20 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_258/1.jp2/full/!600,300/0/default.jpg"
"259","Lakṣmi Bhakti Sāravu","

        General. 1 Printed Book. Original reference number: 10253.

                  
            
              
              View images from this file (18)
            
          
              ","EAP673/1/259","18 TIFF images","File","Kannada","Kannada","1880","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_259/1.jp2/full/!600,300/0/default.jpg"
"260","The Report Of The Third Conference Of The Arya Nayanaja Kshatriya","

        General. 1 Printed Book. Original reference number: 10254.

                  
            
              
              View images from this file (32)
            
          
              ","EAP673/1/260","32 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_260/1.jp2/full/!600,300/0/default.jpg"
"261","Śivabhōde Prakāśika","

        Saiva Literature. 1 Printed Book. Original reference number: 10260.

                  
            
              
              View images from this file (24)
            
          
              ","EAP673/1/261","24 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_261/1.jp2/full/!600,300/0/default.jpg"
"262","Vaṭasāvitra Hāḍu","

        General. 1 Printed Book. Original reference number: 10264.

                  
            
              
              View images from this file (12)
            
          
              ","EAP673/1/262","12 TIFF images","File","Kannada","Kannada","1909","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_262/1.jp2/full/!600,300/0/default.jpg"
"263","Maisūru Insālvēnsi Regyulēśan","

        General. 1 Printed Book. Original reference number: 10266.

                  
            
              
              View images from this file (38)
            
          
              ","EAP673/1/263","38 TIFF images","File","Kannada","Kannada","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_263/1.jp2/full/!600,300/0/default.jpg"
"264","Hitōpadēsa","

        Literature. 1 Printed Book. Original reference number: 10267.

                  
            
              
              View images from this file (82)
            
          
              ","EAP673/1/264","82 TIFF images","File","Kannada","Kannada","1901","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_264/1.jp2/full/!600,300/0/default.jpg"
"265","Vivēkaman̄Jari","

        Literature. 1 Printed Book. Original reference number: 10268.

                  
            
              
              View images from this file (84)
            
          
              ","EAP673/1/265","84 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_265/1.jp2/full/!600,300/0/default.jpg"
"266","Vīraśaivaṣaṭsala Siddāntam","

        Literature. 1 Printed Book. Original reference number: 10269.

                  
            
              
              View images from this file (32)
            
          
              ","EAP673/1/266","32 TIFF images","File","Kannada","Kannada","1923","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_266/1.jp2/full/!600,300/0/default.jpg"
"267","Kalikālavaicitrya Lēkhana Khaṇḍana","

        General. 1 Printed Book. Original reference number: 10273.

                  
            
              
              View images from this file (24)
            
          
              ","EAP673/1/267","24 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_267/1.jp2/full/!600,300/0/default.jpg"
"268","Girimallikārjuna Śatakaṁ","

        Literature. 1 Printed Book. Original reference number: 10279.

                  
            
              
              View images from this file (38)
            
          
              ","EAP673/1/268","38 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_268/1.jp2/full/!600,300/0/default.jpg"
"269","Mēghadūta Kāvyavu","

        Literature. 1 Printed Book. Original reference number: 10281.

                  
            
              
              View images from this file (46)
            
          
              ","EAP673/1/269","46 TIFF images","File","Kannada","Kannada","1910","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_269/1.jp2/full/!600,300/0/default.jpg"
"270","Śatasūtraratnaṁ Prārakhyate","

        Literature. 1 Printed Book. Original reference number: 10283.

                  
            
              
              View images from this file (60)
            
          
              ","EAP673/1/270","60 TIFF images","File","Kannada","Kannada","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_270/1.jp2/full/!600,300/0/default.jpg"
"271","Tatvaprakāśika","

        Literature. 1 Printed Book. Original reference number: 10284.

                  
            
              
              View images from this file (38)
            
          
              ","EAP673/1/271","38 TIFF images","File","Kannada","Kannada","1908","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_271/1.jp2/full/!600,300/0/default.jpg"
"272","Nammadehadallina Śuddīkaraṇāogagaḷu","

        General. 1 Printed Book. Original reference number: 10287.

                  
            
              
              View images from this file (32)
            
          
              ","EAP673/1/272","32 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_272/1.jp2/full/!600,300/0/default.jpg"
"273","Dēvikālōttarāgamada","

        General. 1 Printed Book. Original reference number: 10288.

                  
            
              
              View images from this file (44)
            
          
              ","EAP673/1/273","44 TIFF images","File","Kannada","Kannada","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_273/1.jp2/full/!600,300/0/default.jpg"
"274","Śrīvīraśaiva Mata Sanvardhini Sakhā","

        General. 1 Printed Book. Original reference number: 10293.

                  
            
              
              View images from this file (48)
            
          
              ","EAP673/1/274","48 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_274/1.jp2/full/!600,300/0/default.jpg"
"275","Anutāpika Pēkṣanikaṁ","

        General. 1 Printed Book. Original reference number: 10303.

                  
            
              
              View images from this file (56)
            
          
              ","EAP673/1/275","56 TIFF images","File","Kannada","Kannada","1887","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_275/1.jp2/full/!600,300/0/default.jpg"
"276","Dēśābhimān'Yā","

        History. 1 Printed Book. Original reference number: 10318.

                  
            
              
              View images from this file (40)
            
          
              ","EAP673/1/276","40 TIFF images","File","Kannada","Kannada","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_276/1.jp2/full/!600,300/0/default.jpg"
"277","Prastāvaneyu","

        General. 1 Printed Book. Original reference number: 10342.

                  
            
              
              View images from this file (78)
            
          
              ","EAP673/1/277","78 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_277/1.jp2/full/!600,300/0/default.jpg"
"278","Śivagaṅgasāra Mahātme Sāra","

        Literature. 1 Printed Book. Original reference number: 10347.

                  
            
              
              View images from this file (52)
            
          
              ","EAP673/1/278","52 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_278/1.jp2/full/!600,300/0/default.jpg"
"279","Attemaneya Kūḷu Aḷiyanigēke Bēḍa","

        General. 1 Printed Book. Original reference number: 10348.

                  
            
              
              View images from this file (28)
            
          
              ","EAP673/1/279","28 TIFF images","File","Kannada","Kannada","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_279/1.jp2/full/!600,300/0/default.jpg"
"280","Sādhucandralīla","

        Literature. 1 Printed Book. Original reference number: 10349.

                  
            
              
              View images from this file (64)
            
          
              ","EAP673/1/280","64 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_280/1.jp2/full/!600,300/0/default.jpg"
"281","Sāduliṅgāyata Jaṅgamādikāra Nirākaraṇa Praśnōttara Prabhākara","

        General. 1 Printed Book. Original reference number: 10354.

                  
            
              
              View images from this file (74)
            
          
              ","EAP673/1/281","74 TIFF images","File","Kannada","Kannada","1917","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_281/1.jp2/full/!600,300/0/default.jpg"
"282","Siddarāmacaritreyu","

        Literature. 1 Printed Book. Original reference number: 10355.

                  
            
              
              View images from this file (40)
            
          
              ","EAP673/1/282","40 TIFF images","File","Kannada","Kannada","1921","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_282/1.jp2/full/!600,300/0/default.jpg"
"283","Karagamahāśakti","

        General. 1 Printed Book. Original reference number: 10357.

                  
            
              
              View images from this file (68)
            
          
              ","EAP673/1/283","68 TIFF images","File","Kannada","Kannada","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_283/1.jp2/full/!600,300/0/default.jpg"
"284","Caitan'Ya Caritravu","

        History. 1 Printed Book. Original reference number: 10360.

                  
            
              
              View images from this file (68)
            
          
              ","EAP673/1/284","68 TIFF images","File","Kannada","Kannada","1891","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_284/1.jp2/full/!600,300/0/default.jpg"
"285","Pārvatī Prāṇanātha Śatakaṁ","

        Literature. 1 Printed Book. Original reference number: 10379.

                  
            
              
              View images from this file (40)
            
          
              ","EAP673/1/285","40 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_285/1.jp2/full/!600,300/0/default.jpg"
"286","Śrī Matsundara Kāṇḍa","

        Literature. 1 Printed Book. Original reference number: 10380.

                  
            
              
              View images from this file (400)
            
          
              ","EAP673/1/286","400 TIFF images","File","Kannada","Kannada","1902","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_286/1.jp2/full/!600,300/0/default.jpg"
"287","Udaka Śāntimantaha","

        Literature. 1 Printed Book. Original reference number: 10383.

                  
            
              
              View images from this file (94)
            
          
              ","EAP673/1/287","94 TIFF images","File","Kannada","Kannada","1908","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_287/1.jp2/full/!600,300/0/default.jpg"
"288","Arthalaṅkāra Prakaraṇa","

        General. 1 Printed Book. Original reference number: 10387.

                  
            
              
              View images from this file (76)
            
          
              ","EAP673/1/288","76 TIFF images","File","Kannada","Kannada","1882","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_288/1.jp2/full/!600,300/0/default.jpg"
"289","Sarya Mata Khāvādīpa","

        General. 1 Printed Book. Original reference number: 10388.

                  
            
              
              View images from this file (40)
            
          
              ","EAP673/1/289","40 TIFF images","File","Kannada","Kannada","1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_289/1.jp2/full/!600,300/0/default.jpg"
"290","Śrī Rāma Karṇāmr̥Ta Sāravu","

        Literature. 1 Printed Book. Original reference number: 10389.

                  
            
              
              View images from this file (54)
            
          
              ","EAP673/1/290","54 TIFF images","File","Kannada","Kannada","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_290/1.jp2/full/!600,300/0/default.jpg"
"291","Nijaliṅga Śatakavu","

        Literature. 1 Printed Book. Original reference number: 10391.

                  
            
              
              View images from this file (20)
            
          
              ","EAP673/1/291","20 TIFF images","File","Kannada","Kannada","1900","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_291/1.jp2/full/!600,300/0/default.jpg"
"292","Ēkadēvarādane (1 Nē Bhāga)","

        Literature. 1 Printed Book. Original reference number: 10398.

                  
            
              
              View images from this file (76)
            
          
              ","EAP673/1/292","76 TIFF images","File","Kannada","Kannada","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_292/1.jp2/full/!600,300/0/default.jpg"
"293","Padyasāra Vivaraṇaṁ (Bhāga-2)","

        Literature. 1 Printed Book. Original reference number: 10399.

                  
            
              
              View images from this file (118)
            
          
              ","EAP673/1/293","118 TIFF images","File","Kannada","Kannada","1889","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_293/1.jp2/full/!600,300/0/default.jpg"
"294","Śuddaśaiva Śivārcaka Brāhmaṇa Matādarsavemba","

        Saiva Literature. 1 Printed Book. Original reference number: 10403.

                  
            
              
              View images from this file (88)
            
          
              ","EAP673/1/294","88 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_294/1.jp2/full/!600,300/0/default.jpg"
"295","Śrīmadvīraśaiva Siddānta Sudhānidi","

        Saiva Literature. 1 Printed Book. Original reference number: 10404.

                  
            
              
              View images from this file (48)
            
          
              ","EAP673/1/295","48 TIFF images","File","Kannada","Kannada","1899","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_295/1.jp2/full/!600,300/0/default.jpg"
"296","Vīraśaivāntye ṣṭhi Vidhiyu","

        Saiva Literature. 1 Printed Book. Original reference number: 10405.

                  
            
              
              View images from this file (60)
            
          
              ","EAP673/1/296","60 TIFF images","File","Kannada","Kannada","1908","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_296/1.jp2/full/!600,300/0/default.jpg"
"297","Saddarmabōdavu","

        General. 1 Printed Book. Original reference number: 10408.

                  
            
              
              View images from this file (48)
            
          
              ","EAP673/1/297","48 TIFF images","File","Kannada","Kannada","1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_297/1.jp2/full/!600,300/0/default.jpg"
"298","Vīraśaiva Mata Sanvardini Sakhā Bhāga 2","

        Saiva Literature. 1 Printed Book. Original reference number: 10446.

                  
            
              
              View images from this file (94)
            
          
              ","EAP673/1/298","94 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_298/1.jp2/full/!600,300/0/default.jpg"
"299","Śrikr̥ṣṇarājavāṇivilāsa Mahābhāratada Kannaḍa ṭīku Udyōgaparva","

        Literature. 1 Printed Book. Original reference number: 10696.

                  
            
              
              View images from this file (318)
            
          
              ","EAP673/1/299","318 TIFF images","File","Kannada","Kannada","1885","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_299/1.jp2/full/!600,300/0/default.jpg"
"300","Maṅgaḷagauri Hāḍu","

        General. 1 Printed Book. Original reference number: 10900.

                  
            
              
              View images from this file (10)
            
          
              ","EAP673/1/300","10 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_300/1.jp2/full/!600,300/0/default.jpg"
"301","Śrī Mahārājya Iṇḍiyā Cakravarti Nīyara Saccaritre Saṅgraha","

        History. 1 Printed Book. Original reference number: 37.

                  
            
              
              View images from this file (72)
            
          
              ","EAP673/1/301","72 TIFF images","File","Kannada","Kannada","1887","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_301/1.jp2/full/!600,300/0/default.jpg"
"302","Śaśirēkha Pariṇaya Nāṭakaṁ","

        Folk Literature. 1 Printed Book. Original reference number: 40.

                  
            
              
              View images from this file (80)
            
          
              ","EAP673/1/302","80 TIFF images","File","Kannada","Kannada","1887","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_302/1.jp2/full/!600,300/0/default.jpg"
"303","Naḷacaritre","

        History. 1 Printed Book. Original reference number: 70.

                  
            
              
              View images from this file (80)
            
          
              ","EAP673/1/303","80 TIFF images","File","Kannada","Kannada","1888","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_303/1.jp2/full/!600,300/0/default.jpg"
"304","Bhārata Mahiḷā","

        General. 1 Printed Book. Original reference number: 81.

                  
            
              
              View images from this file (132)
            
          
              ","EAP673/1/304","132 TIFF images","File","Kannada","Kannada","1884","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_304/1.jp2/full/!600,300/0/default.jpg"
"305","Surabhāṇḍeśvarō Vyākhyāna Vemba","

        General. 1 Printed Book. Original reference number: 86.

                  
            
              
              View images from this file (106)
            
          
              ","EAP673/1/305","106 TIFF images","File","Kannada","Kannada","1889","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_305/1.jp2/full/!600,300/0/default.jpg"
"306","Vikramārka Caritre","

        History. 1 Printed Book. Original reference number: 90.

                  
            
              
              View images from this file (112)
            
          
              ","EAP673/1/306","112 TIFF images","File","Kannada","Kannada","1888","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_306/1.jp2/full/!600,300/0/default.jpg"
"307","ṣēkspiyar Caritra Saṅgraha","

        Biography. 1 Printed Book. Original reference number: 106.

                  
            
              
              View images from this file (166)
            
          
              ","EAP673/1/307","166 TIFF images","File","Kannada","Kannada","1888","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_307/1.jp2/full/!600,300/0/default.jpg"
"308","Paramānubhava Bhōde","

        General. 1 Printed Book. Original reference number: 120.

                  
            
              
              View images from this file (104)
            
          
              ","EAP673/1/308","104 TIFF images","File","Kannada","Kannada","1887","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_308/1.jp2/full/!600,300/0/default.jpg"
"309","Akhaṇḍeśvara Vacana Śāstravu","

        General. 1 Printed Book. Original reference number: 121.

                  
            
              
              View images from this file (130)
            
          
              ","EAP673/1/309","130 TIFF images","File","Kannada","Kannada","1884","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_309/1.jp2/full/!600,300/0/default.jpg"
"310","Siddarāmēśvara","

        General. 1 Printed Book. Original reference number: 123.

                  
            
              
              View images from this file (140)
            
          
              ","EAP673/1/310","140 TIFF images","File","Kannada","Kannada","1889","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_310/1.jp2/full/!600,300/0/default.jpg"
"311","Kannaḍa Kaipiḍi","

        General. 1 Printed Book. Original reference number: 127.

                  
            
              
              View images from this file (274)
            
          
              ","EAP673/1/311","274 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_311/1.jp2/full/!600,300/0/default.jpg"
"312","Basavaṇṇanavara Vacanagaḷu","

        Literature. 1 Printed Book. Original reference number: 128.

                  
            
              
              View images from this file (128)
            
          
              ","EAP673/1/312","128 TIFF images","File","Kannada","Kannada","1889","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_312/1.jp2/full/!600,300/0/default.jpg"
"313","Vikramorvaśiya Nāṭaka","

        Folk Literature. 1 Printed Book. Original reference number: 129.

                  
            
              
              View images from this file (108)
            
          
              ","EAP673/1/313","108 TIFF images","File","Kannada","Kannada","1891","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_313/1.jp2/full/!600,300/0/default.jpg"
"314","Vibhīṣaṇa Bud'Hiyu","

        General. 1 Printed Book. Original reference number: 130.

                  
            
              
              View images from this file (22)
            
          
              ","EAP673/1/314","22 TIFF images","File","Kannada","Kannada","1889","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_314/1.jp2/full/!600,300/0/default.jpg"
"315","Kavya Malai","

        Literature. 1 Printed Book. Original reference number: 146.

                  
            
              
              View images from this file (162)
            
          
              ","EAP673/1/315","162 TIFF images","File","Kannada","Kannada","1868","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_315/1.jp2/full/!600,300/0/default.jpg"
"316","Śabdamaṇi Darpaṇa","

        Literature. 1 Printed Book. Original reference number: 147.

                  
            
              
              View images from this file (332)
            
          
              ","EAP673/1/316","332 TIFF images","File","Kannada","Kannada","1868","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_316/1.jp2/full/!600,300/0/default.jpg"
"317","Saṇṇakarnāṭakakāvyamāleyasūtra","

        Literature. 1 Printed Book. Original reference number: 149.

                  
            
              
              View images from this file (130)
            
          
              ","EAP673/1/317","130 TIFF images","File","Kannada","Kannada","1889","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_317/1.jp2/full/!600,300/0/default.jpg"
"318","Karnāṭaka Kavyāman̄Jarim - 1","

        Literature. 1 Printed Book. Original reference number: 166.

                  
            
              
              View images from this file (62)
            
          
              ","EAP673/1/318","62 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_318/1.jp2/full/!600,300/0/default.jpg"
"319","Karnāṭaka Kavyāman̄Jari – Part 3","

        Literature. 1 Printed Book. Original reference number: 175.

                  
            
              
              View images from this file (30)
            
          
              ","EAP673/1/319","30 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_319/1.jp2/full/!600,300/0/default.jpg"
"320","Hadibadeya Dharma","

        General. 1 Printed Book. Original reference number: 176.

                  
            
              
              View images from this file (72)
            
          
              ","EAP673/1/320","72 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_320/1.jp2/full/!600,300/0/default.jpg"
"321","Mitrāvinda Gōvinda","

        General. 1 Printed Book. Original reference number: 178.

                  
            
              
              View images from this file (108)
            
          
              ","EAP673/1/321","108 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_321/1.jp2/full/!600,300/0/default.jpg"
"322","Śr̥ṅgāra Ratnākara","

        Literature. 1 Printed Book. Original reference number: 179.

                  
            
              
              View images from this file (106)
            
          
              ","EAP673/1/322","106 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_322/1.jp2/full/!600,300/0/default.jpg"
"323","Kraista Jīvanmukti Vivēkavū","

        General. 1 Printed Book. Original reference number: 183.

                  
            
              
              View images from this file (132)
            
          
              ","EAP673/1/323","132 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_323/1.jp2/full/!600,300/0/default.jpg"
"324","Śrī Sōmēśvara Śatakaṁ","

        Literature. 1 Printed Book. Original reference number: 186.

                  
            
              
              View images from this file (90)
            
          
              ","EAP673/1/324","90 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_324/1.jp2/full/!600,300/0/default.jpg"
