"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"862","Śrīrukmini Parinayanāṭakaṁ","

        Folk Literature. 1 Printed Book. Original reference number: 1252.

                  
            
              
              View images from this file (98)
            
          
              ","EAP673/1/862","98 TIFF images","File","Kannada","Kannada","1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_862/1.jp2/full/!600,300/0/default.jpg"
"863","Śānti","

        Literature. 1 Printed Book. Original reference number: 1321.

                  
            
              
              View images from this file (80)
            
          
              ","EAP673/1/863","80 TIFF images","File","Kannada","Kannada","1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_863/1.jp2/full/!600,300/0/default.jpg"
"864","Satirōhiṇi","

        Literature. 1 Printed Book. Original reference number: 1388.

                  
            
              
              View images from this file (34)
            
          
              ","EAP673/1/864","34 TIFF images","File","Kannada","Kannada","1920","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_864/1.jp2/full/!600,300/0/default.jpg"
"865","Mālini","

        Literature. 1 Printed Book. Original reference number: 1442.

                  
            
              
              View images from this file (32)
            
          
              ","EAP673/1/865","32 TIFF images","File","Kannada","Kannada","1903","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_865/1.jp2/full/!600,300/0/default.jpg"
"866","Sulōcana","

        Literature. 1 Printed Book. Original reference number: 1442a.

                  
            
              
              View images from this file (24)
            
          
              ","EAP673/1/866","24 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_866/1.jp2/full/!600,300/0/default.jpg"
"867","Vinōdacandra","

        Literature. 1 Printed Book. Original reference number: 1442b.

                  
            
              
              View images from this file (36)
            
          
              ","EAP673/1/867","36 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_867/1.jp2/full/!600,300/0/default.jpg"
"868","ḍakāyiti","

        Literature. 1 Printed Book. Original reference number: 1442c.

                  
            
              
              View images from this file (22)
            
          
              ","EAP673/1/868","22 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_868/1.jp2/full/!600,300/0/default.jpg"
"869","Sadāhāravivēcane","

        Literature. 1 Printed Book. Original reference number: 1442d.

                  
            
              
              View images from this file (18)
            
          
              ","EAP673/1/869","18 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_869/1.jp2/full/!600,300/0/default.jpg"
"870","Śrīlakṣmī Nr̥Sinhakarāvalamba Śtotra-Kṣātrateja","

        Vaishnava Literature. 1 Printed Book. Original reference number: 1442e.

                  
            
              
              View images from this file (26)
            
          
              ","EAP673/1/870","26 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_870/1.jp2/full/!600,300/0/default.jpg"
"871","Nītibōdini","

        Literature. 1 Printed Book. Original reference number: 1442f.

                  
            
              
              View images from this file (72)
            
          
              ","EAP673/1/871","72 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_871/1.jp2/full/!600,300/0/default.jpg"
"872","Billugāranāda Mallanu","

        Literature. 1 Printed Book. Original reference number: 1442g.

                  
            
              
              View images from this file (34)
            
          
              ","EAP673/1/872","34 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_872/1.jp2/full/!600,300/0/default.jpg"
"873","Gaṇikeyinda Kalita Nīti","

        Literature. 1 Printed Book. Original reference number: 1447a.

                  
            
              
              View images from this file (46)
            
          
              ","EAP673/1/873","46 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_873/1.jp2/full/!600,300/0/default.jpg"
"874","Kr̥ṣṇasandhi Vigraha Nāṭaka","

        Folk Literature. 1 Printed Book. Original reference number: 1447b.

                  
            
              
              View images from this file (60)
            
          
              ","EAP673/1/874","60 TIFF images","File","Kannada","Kannada","1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_874/1.jp2/full/!600,300/0/default.jpg"
"875","Jayacandrike","

        Literature. 1 Printed Book. Original reference number: 1447c.

                  
            
              
              View images from this file (58)
            
          
              ","EAP673/1/875","58 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_875/1.jp2/full/!600,300/0/default.jpg"
"876","Nārāyaṇanu","

        Literature. 1 Printed Book. Original reference number: 1447d.

                  
            
              
              View images from this file (16)
            
          
              ","EAP673/1/876","16 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_876/1.jp2/full/!600,300/0/default.jpg"
"877","Ratnāvaḷi Nāṭakaṁ","

        Folk Literature. 1 Printed Book. Original reference number: 7151.

                  
            
              
              View images from this file (64)
            
          
              ","EAP673/1/877","64 TIFF images","File","Kannada","Kannada","1903","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_877/1.jp2/full/!600,300/0/default.jpg"
"878","Mahābhāratada Kannaḍa ṭīku Sabhāparva","

        Literature. 1 Printed Book. Original reference number: 10695.

                  
            
              
              View images from this file (184)
            
          
              ","EAP673/1/878","184 TIFF images","File","Kannada","Kannada","1908","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_878/1.jp2/full/!600,300/0/default.jpg"
"879","Mahābhāratada Kannaḍa ṭīku Araṇya Parva","

        Literature. 1 Printed Book. Original reference number: 10697.

                  
            
              
              View images from this file (580)
            
          
              ","EAP673/1/879","580 TIFF images","File","Kannada","Kannada","1892","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_879/1.jp2/full/!600,300/0/default.jpg"
"880","Karnāṭaka Kavicaritre","

        Literature. 1 Printed Book. Original reference number: 14303.

                  
            
              
              View images from this file (520)
            
          
              ","EAP673/1/880","520 TIFF images","File","Kannada","Kannada","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_880/1.jp2/full/!600,300/0/default.jpg"
"881","Śrī Rāmakraṣṇa Paramahansara Caritre","

        Biography. 1 Printed Book. Original reference number: K2.

                  
            
              
              View images from this file (260)
            
          
              ","EAP673/2/1","260 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_2_1/1.jp2/full/!600,300/0/default.jpg"
"882","Nr̥Patuṅgadēva Viracita","

        Literature. 1 Printed Book. Original reference number: K4.

                  
            
              
              View images from this file (176)
            
          
              ","EAP673/2/2","176 TIFF images","File","Kannada","Kannada","1898","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_2_2/1.jp2/full/!600,300/0/default.jpg"
"883","Nēminātha Purāṇaṁ","

        Puranam. 1 Printed Book. Original reference number: K6.

                  
            
              
              View images from this file (226)
            
          
              ","EAP673/2/3","226 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_2_3/1.jp2/full/!600,300/0/default.jpg"
"884","Dharmāmr̥Taṁ Pūrvabhāga –Adhyāyagaḷu 1 -9","

        Literature. 1 Printed Book. Original reference number: K7.

                  
            
              
              View images from this file (520)
            
          
              ","EAP673/2/4","520 TIFF images","File","Kannada","Kannada","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_2_4/1.jp2/full/!600,300/0/default.jpg"
"885","Jaimini Bhārata","

        Literature. 1 Printed Book. Original reference number: K9.

                  
            
              
              View images from this file (102)
            
          
              ","EAP673/2/5","102 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_2_5/1.jp2/full/!600,300/0/default.jpg"
"886","Vastupaṭhagaḷu Eraḍaneya Sampuṭa","

        Literature. 1 Printed Book. Original reference number: K10.

                  
            
              
              View images from this file (154)
            
          
              ","EAP673/2/6","154 TIFF images","File","Kannada","Kannada","1901","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_2_6/1.jp2/full/!600,300/0/default.jpg"
"887","Maṅgarasa Kaviviracita Samyaktva - Kaumudi Emba Śr̥ṅgārike ṣaṭpadi Kāvyavu","

        Literature. 1 Printed Book. Original reference number: K11.

                  
            
              
              View images from this file (232)
            
          
              ","EAP673/2/7","232 TIFF images","File","Kannada","Kannada","1923","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_2_7/1.jp2/full/!600,300/0/default.jpg"
"888","Karnāṭaka Kāvya Kalā Nidhi","

        Literature. 1 Printed Book. Original reference number: K12.

                  
            
              
              View images from this file (174)
            
          
              ","EAP673/2/8","174 TIFF images","File","Kannada","Kannada","1908","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_2_8/1.jp2/full/!600,300/0/default.jpg"
